"SUID","Cooccurrence","Coregulation","CoregulationBin","interaction","name","NetworkPresence","NewBin","NewBin2","selected","shared interaction","shared name"
"189657",,"0.68","34","(interacts)","SM_C22:2 ((interacts)) LPG_e_C14:2",,"1","1","false","(interacts)","SM_C22:2 ((interacts)) LPG_e_C14:2"
"206066",,"0.7","34","(interacts)","PG_aa_C36:4 ((interacts)) PG_aa_C32:0",,"1","1","false","(interacts)","PG_aa_C36:4 ((interacts)) PG_aa_C32:0"
"199204",,"0.68","34","(interacts)","N-C26:0(OH)-Cer(2H) ((interacts)) PG_aa_C30:0",,"1","1","false","(interacts)","N-C26:0(OH)-Cer(2H) ((interacts)) PG_aa_C30:0"
"206397",,"0.67","34","(interacts)","N-C14:1-Cer(2H) ((interacts)) PG_aa_C32:0",,"1","1","false","(interacts)","N-C14:1-Cer(2H) ((interacts)) PG_aa_C32:0"
"205435",,"0.7","34","(interacts)","N-C10:0-Cer ((interacts)) PG_aa_C32:0",,"1","1","false","(interacts)","N-C10:0-Cer ((interacts)) PG_aa_C32:0"
"206067",,"0.7","34","(interacts)","PG_aa_C36:4 ((interacts)) PG_aa_C30:0",,"1","1","false","(interacts)","PG_aa_C36:4 ((interacts)) PG_aa_C30:0"
"194215",,"0.69","34","(interacts)","N-C8:0(OH)-Cer(2H) ((interacts)) LPG_e_C14:2",,"1","1","false","(interacts)","N-C8:0(OH)-Cer(2H) ((interacts)) LPG_e_C14:2"
"189842",,"0.68","34","(interacts)","N-C20:1-Cer ((interacts)) PG_aa_C30:0",,"1","1","false","(interacts)","N-C20:1-Cer ((interacts)) PG_aa_C30:0"
"205869",,"0.66","34","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_aa_C30:0",,"1","1","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_aa_C30:0"
"189841",,"0.69","34","(interacts)","N-C20:1-Cer ((interacts)) PG_aa_C34:0",,"1","1","false","(interacts)","N-C20:1-Cer ((interacts)) PG_aa_C34:0"
"199629",,"0.66","34","(interacts)","N-C22:1-Cer ((interacts)) PG_aa_C32:1",,"1","1","false","(interacts)","N-C22:1-Cer ((interacts)) PG_aa_C32:1"
"187438",,"0.69","34","(interacts)","N-C26:1-Cer ((interacts)) PG_aa_C34:0",,"1","1","false","(interacts)","N-C26:1-Cer ((interacts)) PG_aa_C34:0"
"202320",,"0.66","34","(interacts)","N-C22:0-Cer(2H) ((interacts)) PG_aa_C34:0",,"1","1","false","(interacts)","N-C22:0-Cer(2H) ((interacts)) PG_aa_C34:0"
"205203",,"0.7","34","(interacts)","N-C28:1-Cer(2H) ((interacts)) PG_aa_C32:0",,"1","1","false","(interacts)","N-C28:1-Cer(2H) ((interacts)) PG_aa_C32:0"
"202543",,"0.69","34","(interacts)","N-C28:0(OH)-Cer ((interacts)) PG_aa_C32:0",,"1","1","false","(interacts)","N-C28:0(OH)-Cer ((interacts)) PG_aa_C32:0"
"212862",,"0.68","34","(interacts)","PS_ae_C36:1 ((interacts)) PG_aa_C32:1",,"1","1","false","(interacts)","PS_ae_C36:1 ((interacts)) PG_aa_C32:1"
"212601",,"0.69","34","(interacts)","PS_aa_C34:2 ((interacts)) PG_aa_C32:1",,"1","1","false","(interacts)","PS_aa_C34:2 ((interacts)) PG_aa_C32:1"
"211033",,"0.67","34","(interacts)","SM_C20:2 ((interacts)) PG_aa_C34:3",,"1","1","false","(interacts)","SM_C20:2 ((interacts)) PG_aa_C34:3"
"213641",,"0.69","34","(interacts)","PS_aa_C42:4 ((interacts)) PG_aa_C34:3",,"1","1","false","(interacts)","PS_aa_C42:4 ((interacts)) PG_aa_C34:3"
"201941","0.578928975595444","0.67","34","(interacts)","N-C14:0-Cer ((interacts)) PG_aa_C34:3",,"1","1","false","(interacts)","N-C14:0-Cer ((interacts)) PG_aa_C34:3"
"197588",,"0.68","34","(interacts)","N-C10:1-Cer ((interacts)) PG_aa_C34:3",,"1","1","false","(interacts)","N-C10:1-Cer ((interacts)) PG_aa_C34:3"
"211654","0.886031091213","0.67","34","(interacts)","PS_aa_C38:4 ((interacts)) PG_aa_C34:2",,"1","1","false","(interacts)","PS_aa_C38:4 ((interacts)) PG_aa_C34:2"
"210552",,"0.66","34","(interacts)","SM_C16:1 ((interacts)) PG_aa_C34:1",,"1","1","false","(interacts)","SM_C16:1 ((interacts)) PG_aa_C34:1"
"209095",,"0.66","34","(interacts)","PS_aa_C42:2 ((interacts)) PG_aa_C34:3",,"1","1","false","(interacts)","PS_aa_C42:2 ((interacts)) PG_aa_C34:3"
"203305",,"0.66","34","(interacts)","SM_C18:1 ((interacts)) PG_aa_C34:2",,"1","1","false","(interacts)","SM_C18:1 ((interacts)) PG_aa_C34:2"
"190614",,"0.7","34","(interacts)","N-C20:0-Cer ((interacts)) PG_aa_C36:0",,"1","1","false","(interacts)","N-C20:0-Cer ((interacts)) PG_aa_C36:0"
"206065",,"0.66","34","(interacts)","PG_aa_C36:4 ((interacts)) PG_aa_C36:0",,"1","1","false","(interacts)","PG_aa_C36:4 ((interacts)) PG_aa_C36:0"
"205202",,"0.69","34","(interacts)","N-C28:1-Cer(2H) ((interacts)) PG_aa_C36:0",,"1","1","false","(interacts)","N-C28:1-Cer(2H) ((interacts)) PG_aa_C36:0"
"202319",,"0.69","34","(interacts)","N-C22:0-Cer(2H) ((interacts)) PG_aa_C36:0",,"1","1","false","(interacts)","N-C22:0-Cer(2H) ((interacts)) PG_aa_C36:0"
"204883","0.4790532976389","0.66","34","(interacts)","N-C20:1-Cer(2H) ((interacts)) PG_aa_C34:3",,"1","1","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) PG_aa_C34:3"
"200345","0.437702830260058","0.66","34","(interacts)","N-C18:0-Cer ((interacts)) PG_aa_C34:3",,"1","1","false","(interacts)","N-C18:0-Cer ((interacts)) PG_aa_C34:3"
"198037",,"0.68","34","(interacts)","N-C8:1-Cer(2H) ((interacts)) PG_aa_C34:3",,"1","1","false","(interacts)","N-C8:1-Cer(2H) ((interacts)) PG_aa_C34:3"
"187675",,"0.69","34","(interacts)","N-C8:0-Cer(2H) ((interacts)) PG_aa_C34:3",,"1","1","false","(interacts)","N-C8:0-Cer(2H) ((interacts)) PG_aa_C34:3"
"195408","0.508059529321571","0.7","34","(interacts)","SM_C22:1 ((interacts)) PG_aa_C36:2",,"1","1","false","(interacts)","SM_C22:1 ((interacts)) PG_aa_C36:2"
"198286","0.639202650104286","0.66","34","(interacts)","SM_C22:0 ((interacts)) PG_aa_C36:2",,"1","1","false","(interacts)","SM_C22:0 ((interacts)) PG_aa_C36:2"
"206965",,"0.7","34","(interacts)","PS_aa_C38:2 ((interacts)) PG_aa_C36:3",,"1","1","false","(interacts)","PS_aa_C38:2 ((interacts)) PG_aa_C36:3"
"204342",,"0.69","34","(interacts)","SM_C24:2 ((interacts)) PG_aa_C36:2",,"1","1","false","(interacts)","SM_C24:2 ((interacts)) PG_aa_C36:2"
"207671","0.774783080532524","0.69","34","(interacts)","PS_aa_C40:6 ((interacts)) PG_aa_C36:2",,"1","1","false","(interacts)","PS_aa_C40:6 ((interacts)) PG_aa_C36:2"
"213014","0.290740132332","0.68","34","(interacts)","PS_aa_C38:5 ((interacts)) PG_aa_C36:1",,"1","1","false","(interacts)","PS_aa_C38:5 ((interacts)) PG_aa_C36:1"
"203304",,"0.69","34","(interacts)","SM_C18:1 ((interacts)) PG_aa_C36:2",,"1","1","false","(interacts)","SM_C18:1 ((interacts)) PG_aa_C36:2"
"198441",,"0.7","34","(interacts)","SM_C18:0 ((interacts)) PG_aa_C36:2",,"1","1","false","(interacts)","SM_C18:0 ((interacts)) PG_aa_C36:2"
"196226",,"0.7","34","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) PG_aa_C36:4"
"196631",,"0.66","34","(interacts)","PG_ae_C36:1 ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","PG_ae_C36:1 ((interacts)) PG_aa_C36:4"
"206396","0.633831189738278","0.7","34","(interacts)","N-C14:1-Cer(2H) ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","N-C14:1-Cer(2H) ((interacts)) PG_aa_C36:4"
"201940","0.633831189738278","0.67","34","(interacts)","N-C14:0-Cer ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","N-C14:0-Cer ((interacts)) PG_aa_C36:4"
"196227",,"0.67","34","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) PG_aa_C36:3",,"1","1","false","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) PG_aa_C36:3"
"200839",,"0.68","34","(interacts)","PS_aa_C40:3 ((interacts)) PG_aa_C36:3",,"1","1","false","(interacts)","PS_aa_C40:3 ((interacts)) PG_aa_C36:3"
"203817",,"0.67","34","(interacts)","PG_ae_C32:0 ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","PG_ae_C32:0 ((interacts)) PG_aa_C36:4"
"205868","0.293005630374","0.68","34","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_aa_C36:3",,"1","1","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_aa_C36:3"
"198036",,"0.7","34","(interacts)","N-C8:1-Cer(2H) ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","N-C8:1-Cer(2H) ((interacts)) PG_aa_C36:4"
"192304",,"0.67","34","(interacts)","N-C8:0-Cer ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","N-C8:0-Cer ((interacts)) PG_aa_C36:4"
"190811",,"0.68","34","(interacts)","PS_aa_C42:1 ((interacts)) PG_aa_C38:5",,"1","1","false","(interacts)","PS_aa_C42:1 ((interacts)) PG_aa_C38:5"
"196630",,"0.7","34","(interacts)","PG_ae_C36:1 ((interacts)) PG_aa_C38:5",,"1","1","false","(interacts)","PG_ae_C36:1 ((interacts)) PG_aa_C38:5"
"209267","0.6200615386168","0.69","34","(interacts)","N-C22:0-Cer ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","N-C22:0-Cer ((interacts)) PG_aa_C36:4"
"189338","0.587380550477783","0.66","34","(interacts)","N-C18:1-Cer(2H) ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) PG_aa_C36:4"
"193802",,"0.69","34","(interacts)","N-C8:0(OH)-Cer ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","N-C8:0(OH)-Cer ((interacts)) PG_aa_C36:4"
"188899",,"0.69","34","(interacts)","N-C24:0(OH)-Cer(2H) ((interacts)) PG_aa_C36:4",,"1","1","false","(interacts)","N-C24:0(OH)-Cer(2H) ((interacts)) PG_aa_C36:4"
"197587",,"0.7","34","(interacts)","N-C10:1-Cer ((interacts)) PG_ae_C32:0",,"1","1","false","(interacts)","N-C10:1-Cer ((interacts)) PG_ae_C32:0"
"209266","0.605075300932","0.68","34","(interacts)","N-C22:0-Cer ((interacts)) PG_aa_C38:5",,"1","1","false","(interacts)","N-C22:0-Cer ((interacts)) PG_aa_C38:5"
"202318",,"0.68","34","(interacts)","N-C22:0-Cer(2H) ((interacts)) PG_ae_C32:0",,"1","1","false","(interacts)","N-C22:0-Cer(2H) ((interacts)) PG_ae_C32:0"
"198965",,"0.67","34","(interacts)","N-C18:0(OH)-Cer(2H) ((interacts)) PG_ae_C32:0",,"1","1","false","(interacts)","N-C18:0(OH)-Cer(2H) ((interacts)) PG_ae_C32:0"
"206395","0.609150944011643","0.67","34","(interacts)","N-C14:1-Cer(2H) ((interacts)) PG_aa_C38:5",,"1","1","false","(interacts)","N-C14:1-Cer(2H) ((interacts)) PG_aa_C38:5"
"209094",,"0.7","34","(interacts)","PS_aa_C42:2 ((interacts)) PG_aa_C38:5",,"1","1","false","(interacts)","PS_aa_C42:2 ((interacts)) PG_aa_C38:5"
"190613","0.573053013752529","0.69","34","(interacts)","N-C20:0-Cer ((interacts)) PG_aa_C38:5",,"1","1","false","(interacts)","N-C20:0-Cer ((interacts)) PG_aa_C38:5"
"185787","0.39363181106756","0.66","34","(interacts)","N-C18:1-Cer ((interacts)) PG_aa_C38:5",,"1","1","false","(interacts)","N-C18:1-Cer ((interacts)) PG_aa_C38:5"
"191904",,"0.69","34","(interacts)","N-C10:0(OH)-Cer ((interacts)) PG_ae_C34:1",,"1","1","false","(interacts)","N-C10:0(OH)-Cer ((interacts)) PG_ae_C34:1"
"196629",,"0.69","34","(interacts)","PG_ae_C36:1 ((interacts)) PG_ae_C34:1",,"1","1","false","(interacts)","PG_ae_C36:1 ((interacts)) PG_ae_C34:1"
"190810",,"0.66","34","(interacts)","PS_aa_C42:1 ((interacts)) PG_ae_C36:1",,"1","1","false","(interacts)","PS_aa_C42:1 ((interacts)) PG_ae_C36:1"
"196225",,"0.69","34","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) PG_ae_C34:1",,"1","1","false","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) PG_ae_C34:1"
"205867",,"0.68","34","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_ae_C34:0",,"1","1","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_ae_C34:0"
"194030",,"0.67","34","(interacts)","N-C10:1-Cer(2H) ((interacts)) PG_ae_C34:0",,"1","1","false","(interacts)","N-C10:1-Cer(2H) ((interacts)) PG_ae_C34:0"
"194214",,"0.68","34","(interacts)","N-C8:0(OH)-Cer(2H) ((interacts)) PG_ae_C34:0",,"1","1","false","(interacts)","N-C8:0(OH)-Cer(2H) ((interacts)) PG_ae_C34:0"
"193801",,"0.7","34","(interacts)","N-C8:0(OH)-Cer ((interacts)) PG_ae_C34:0",,"1","1","false","(interacts)","N-C8:0(OH)-Cer ((interacts)) PG_ae_C34:0"
"195407","0.57229313626875","0.67","34","(interacts)","SM_C22:1 ((interacts)) PS_aa_C34:1",,"1","1","false","(interacts)","SM_C22:1 ((interacts)) PS_aa_C34:1"
"207390","0.847096071523735","0.7","34","(interacts)","PS_aa_C38:3 ((interacts)) PS_aa_C34:1",,"1","1","false","(interacts)","PS_aa_C38:3 ((interacts)) PS_aa_C34:1"
"210550",,"0.7","34","(interacts)","SM_C16:1 ((interacts)) PS_aa_C36:1",,"1","1","false","(interacts)","SM_C16:1 ((interacts)) PS_aa_C36:1"
"210551",,"0.7","34","(interacts)","SM_C16:1 ((interacts)) PS_aa_C34:2",,"1","1","false","(interacts)","SM_C16:1 ((interacts)) PS_aa_C34:2"
"192084",,"0.66","34","(interacts)","N-C22:0(OH)-Cer(2H) ((interacts)) PG_ae_C36:1",,"1","1","false","(interacts)","N-C22:0(OH)-Cer(2H) ((interacts)) PG_ae_C36:1"
"197586",,"0.69","34","(interacts)","N-C10:1-Cer ((interacts)) PG_ae_C36:1",,"1","1","false","(interacts)","N-C10:1-Cer ((interacts)) PG_ae_C36:1"
"211327","0.8087817593055","0.66","34","(interacts)","PS_aa_C36:4 ((interacts)) PS_aa_C34:1",,"1","1","false","(interacts)","PS_aa_C36:4 ((interacts)) PS_aa_C34:1"
"213177","0.87443198623331","0.67","34","(interacts)","PS_aa_C36:3 ((interacts)) PS_aa_C34:1",,"1","1","false","(interacts)","PS_aa_C36:3 ((interacts)) PS_aa_C34:1"
"204537",,"0.67","34","(interacts)","SM_C24:1 ((interacts)) PS_aa_C36:4",,"1","1","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C36:4"
"208644",,"0.67","34","(interacts)","N-C28:0-Cer ((interacts)) PS_aa_C36:3",,"1","1","false","(interacts)","N-C28:0-Cer ((interacts)) PS_aa_C36:3"
"207225",,"0.66","34","(interacts)","PS_ae_C36:2 ((interacts)) PS_aa_C38:1",,"1","1","false","(interacts)","PS_ae_C36:2 ((interacts)) PS_aa_C38:1"
"208643",,"0.68","34","(interacts)","N-C28:0-Cer ((interacts)) PS_aa_C36:4",,"1","1","false","(interacts)","N-C28:0-Cer ((interacts)) PS_aa_C36:4"
"198440",,"0.7","34","(interacts)","SM_C18:0 ((interacts)) PS_aa_C36:2",,"1","1","false","(interacts)","SM_C18:0 ((interacts)) PS_aa_C36:2"
"206964",,"0.68","34","(interacts)","PS_aa_C38:2 ((interacts)) PS_aa_C36:2",,"1","1","false","(interacts)","PS_aa_C38:2 ((interacts)) PS_aa_C36:2"
"198439",,"0.7","34","(interacts)","SM_C18:0 ((interacts)) PS_aa_C36:3",,"1","1","false","(interacts)","SM_C18:0 ((interacts)) PS_aa_C36:3"
"192549",,"0.69","34","(interacts)","PS_aa_C40:4 ((interacts)) PS_aa_C36:3",,"1","1","false","(interacts)","PS_aa_C40:4 ((interacts)) PS_aa_C36:3"
"204341",,"0.68","34","(interacts)","SM_C24:2 ((interacts)) PS_aa_C38:4",,"1","1","false","(interacts)","SM_C24:2 ((interacts)) PS_aa_C38:4"
"191168","0.762862511192114","0.66","34","(interacts)","N-C16:0-Cer ((interacts)) PS_aa_C38:3",,"1","1","false","(interacts)","N-C16:0-Cer ((interacts)) PS_aa_C38:3"
"210549",,"0.67","34","(interacts)","SM_C16:1 ((interacts)) PS_aa_C38:5",,"1","1","false","(interacts)","SM_C16:1 ((interacts)) PS_aa_C38:5"
"192548",,"0.7","34","(interacts)","PS_aa_C40:4 ((interacts)) PS_aa_C38:5",,"1","1","false","(interacts)","PS_aa_C40:4 ((interacts)) PS_aa_C38:5"
"195746","0.835728489300824","0.68","34","(interacts)","PS_aa_C40:7 ((interacts)) PS_aa_C38:3",,"1","1","false","(interacts)","PS_aa_C40:7 ((interacts)) PS_aa_C38:3"
"204536",,"0.67","34","(interacts)","SM_C24:1 ((interacts)) PS_aa_C38:1",,"1","1","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C38:1"
"198285","0.66243074834325","0.66","34","(interacts)","SM_C22:0 ((interacts)) PS_aa_C38:3",,"1","1","false","(interacts)","SM_C22:0 ((interacts)) PS_aa_C38:3"
"197024",,"0.68","34","(interacts)","PS_ae_C38:4 ((interacts)) PS_aa_C38:3",,"1","1","false","(interacts)","PS_ae_C38:4 ((interacts)) PS_aa_C38:3"
"207224",,"0.68","34","(interacts)","PS_ae_C36:2 ((interacts)) PS_aa_C40:5",,"1","1","false","(interacts)","PS_ae_C36:2 ((interacts)) PS_aa_C40:5"
"191585",,"0.66","34","(interacts)","SM_C20:1 ((interacts)) PS_aa_C40:3",,"1","1","false","(interacts)","SM_C20:1 ((interacts)) PS_aa_C40:3"
"207223",,"0.68","34","(interacts)","PS_ae_C36:2 ((interacts)) PS_aa_C40:7",,"1","1","false","(interacts)","PS_ae_C36:2 ((interacts)) PS_aa_C40:7"
"210548",,"0.69","34","(interacts)","SM_C16:1 ((interacts)) PS_aa_C40:6",,"1","1","false","(interacts)","SM_C16:1 ((interacts)) PS_aa_C40:6"
"208873",,"0.66","34","(interacts)","N-C24:1-Cer ((interacts)) PS_aa_C40:1",,"1","1","false","(interacts)","N-C24:1-Cer ((interacts)) PS_aa_C40:1"
"191003",,"0.69","34","(interacts)","SM_C24:0 ((interacts)) PS_aa_C38:5",,"1","1","false","(interacts)","SM_C24:0 ((interacts)) PS_aa_C38:5"
"204882",,"0.66","34","(interacts)","N-C20:1-Cer(2H) ((interacts)) PS_aa_C40:2",,"1","1","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) PS_aa_C40:2"
"196224",,"0.7","34","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) PS_aa_C40:2",,"1","1","false","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) PS_aa_C40:2"
"205201",,"0.7","34","(interacts)","N-C28:1-Cer(2H) ((interacts)) PS_aa_C42:2",,"1","1","false","(interacts)","N-C28:1-Cer(2H) ((interacts)) PS_aa_C42:2"
"188898",,"0.68","34","(interacts)","N-C24:0(OH)-Cer(2H) ((interacts)) PS_aa_C42:2",,"1","1","false","(interacts)","N-C24:0(OH)-Cer(2H) ((interacts)) PS_aa_C42:2"
"205433",,"0.7","34","(interacts)","N-C10:0-Cer ((interacts)) PS_aa_C42:4",,"1","1","false","(interacts)","N-C10:0-Cer ((interacts)) PS_aa_C42:4"
"211032",,"0.67","34","(interacts)","SM_C20:2 ((interacts)) PS_aa_C42:4",,"1","1","false","(interacts)","SM_C20:2 ((interacts)) PS_aa_C42:4"
"208642",,"0.68","34","(interacts)","N-C28:0-Cer ((interacts)) PS_aa_C40:7",,"1","1","false","(interacts)","N-C28:0-Cer ((interacts)) PS_aa_C40:7"
"198284","0.721981803576167","0.68","34","(interacts)","SM_C22:0 ((interacts)) PS_aa_C40:7",,"1","1","false","(interacts)","SM_C22:0 ((interacts)) PS_aa_C40:7"
"190612",,"0.67","34","(interacts)","N-C20:0-Cer ((interacts)) PS_aa_C42:2",,"1","1","false","(interacts)","N-C20:0-Cer ((interacts)) PS_aa_C42:2"
"205434",,"0.7","34","(interacts)","N-C10:0-Cer ((interacts)) PS_aa_C42:2",,"1","1","false","(interacts)","N-C10:0-Cer ((interacts)) PS_aa_C42:2"
"198437",,"0.7","34","(interacts)","SM_C18:0 ((interacts)) PS_ae_C36:2",,"1","1","false","(interacts)","SM_C18:0 ((interacts)) PS_ae_C36:2"
"204535",,"0.68","34","(interacts)","SM_C24:1 ((interacts)) PS_ae_C36:1",,"1","1","false","(interacts)","SM_C24:1 ((interacts)) PS_ae_C36:1"
"198282",,"0.67","34","(interacts)","SM_C22:0 ((interacts)) PS_ae_C38:4",,"1","1","false","(interacts)","SM_C22:0 ((interacts)) PS_ae_C38:4"
"198283",,"0.7","34","(interacts)","SM_C22:0 ((interacts)) PS_ae_C36:2",,"1","1","false","(interacts)","SM_C22:0 ((interacts)) PS_ae_C36:2"
"191584",,"0.68","34","(interacts)","SM_C20:1 ((interacts)) PS_aa_C42:5",,"1","1","false","(interacts)","SM_C20:1 ((interacts)) PS_aa_C42:5"
"205200",,"0.67","34","(interacts)","N-C28:1-Cer(2H) ((interacts)) PS_aa_C42:4",,"1","1","false","(interacts)","N-C28:1-Cer(2H) ((interacts)) PS_aa_C42:4"
"198438",,"0.66","34","(interacts)","SM_C18:0 ((interacts)) PS_ae_C36:1",,"1","1","false","(interacts)","SM_C18:0 ((interacts)) PS_ae_C36:1"
"204340",,"0.68","34","(interacts)","SM_C24:2 ((interacts)) PS_ae_C34:2",,"1","1","false","(interacts)","SM_C24:2 ((interacts)) PS_ae_C34:2"
"187025",,"0.7","34","(interacts)","N-C26:1-Cer(2H) ((interacts)) SM_C20:2",,"1","1","false","(interacts)","N-C26:1-Cer(2H) ((interacts)) SM_C20:2"
"194521",,"0.66","34","(interacts)","N-C20:0(OH)-Cer ((interacts)) SM_C20:2",,"1","1","false","(interacts)","N-C20:0(OH)-Cer ((interacts)) SM_C20:2"
"205432",,"0.7","34","(interacts)","N-C10:0-Cer ((interacts)) SM_C22:3",,"1","1","false","(interacts)","N-C10:0-Cer ((interacts)) SM_C22:3"
"186380",,"0.69","34","(interacts)","N-C12:0(OH)-Cer ((interacts)) SM_C22:0",,"1","1","false","(interacts)","N-C12:0(OH)-Cer ((interacts)) SM_C22:0"
"203303","0.8847346007825","0.7","34","(interacts)","SM_C18:1 ((interacts)) SM_C18:0",,"1","1","false","(interacts)","SM_C18:1 ((interacts)) SM_C18:0"
"194970","0.09581724274885","0.68","34","(interacts)","N-C24:0-Cer(2H) ((interacts)) SM_C16:0",,"1","1","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) SM_C16:0"
"196223",,"0.66","34","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) SM_C20:2",,"1","1","false","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) SM_C20:2"
"210796",,"0.68","34","(interacts)","SM_C22:3 ((interacts)) SM_C20:2",,"1","1","false","(interacts)","SM_C22:3 ((interacts)) SM_C20:2"
"196222",,"0.66","34","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) N-C10:0(OH)-Cer",,"1","1","false","(interacts)","N-C10:0(OH)-Cer(2H) ((interacts)) N-C10:0(OH)-Cer"
"198592",,"0.66","34","(interacts)","N-C10:0-Cer(2H) ((interacts)) SM_C24:3",,"1","1","false","(interacts)","N-C10:0-Cer(2H) ((interacts)) SM_C24:3"
"193225",,"0.7","34","(interacts)","N-C12:0-Cer ((interacts)) N-C10:0(OH)-Cer",,"1","1","false","(interacts)","N-C12:0-Cer ((interacts)) N-C10:0(OH)-Cer"
"197585",,"0.68","34","(interacts)","N-C10:1-Cer ((interacts)) N-C10:0(OH)-Cer",,"1","1","false","(interacts)","N-C10:1-Cer ((interacts)) N-C10:0(OH)-Cer"
"197820",,"0.67","34","(interacts)","N-C20:0(OH)-Cer(2H) ((interacts)) SM_C22:3",,"1","1","false","(interacts)","N-C20:0(OH)-Cer(2H) ((interacts)) SM_C22:3"
"193226",,"0.7","34","(interacts)","N-C12:0-Cer ((interacts)) SM_C22:3",,"1","1","false","(interacts)","N-C12:0-Cer ((interacts)) SM_C22:3"
"190046","0.36054906249","0.69","34","(interacts)","N-C22:1-Cer(2H) ((interacts)) SM_C22:3",,"1","1","false","(interacts)","N-C22:1-Cer(2H) ((interacts)) SM_C22:3"
"188328",,"0.7","34","(interacts)","N-C20:0-Cer(2H) ((interacts)) SM_C22:3",,"1","1","false","(interacts)","N-C20:0-Cer(2H) ((interacts)) SM_C22:3"
"201939",,"0.66","34","(interacts)","N-C14:0-Cer ((interacts)) N-C10:0-Cer",,"1","1","false","(interacts)","N-C14:0-Cer ((interacts)) N-C10:0-Cer"
"194029",,"0.69","34","(interacts)","N-C10:1-Cer(2H) ((interacts)) N-C10:0-Cer",,"1","1","false","(interacts)","N-C10:1-Cer(2H) ((interacts)) N-C10:0-Cer"
"188897",,"0.68","34","(interacts)","N-C24:0(OH)-Cer(2H) ((interacts)) N-C10:0-Cer",,"1","1","false","(interacts)","N-C24:0(OH)-Cer(2H) ((interacts)) N-C10:0-Cer"
"189337",,"0.69","34","(interacts)","N-C18:1-Cer(2H) ((interacts)) N-C10:0-Cer",,"1","1","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) N-C10:0-Cer"
"200344",,"0.67","34","(interacts)","N-C18:0-Cer ((interacts)) N-C10:0(OH)-Cer(2H)",,"1","1","false","(interacts)","N-C18:0-Cer ((interacts)) N-C10:0(OH)-Cer(2H)"
"197391",,"0.7","34","(interacts)","N-C12:1-Cer ((interacts)) N-C10:0(OH)-Cer(2H)",,"1","1","false","(interacts)","N-C12:1-Cer ((interacts)) N-C10:0(OH)-Cer(2H)"
"197584",,"0.69","34","(interacts)","N-C10:1-Cer ((interacts)) N-C10:0-Cer",,"1","1","false","(interacts)","N-C10:1-Cer ((interacts)) N-C10:0-Cer"
"185366",,"0.66","34","(interacts)","N-C24:0(OH)-Cer ((interacts)) N-C10:0(OH)-Cer(2H)",,"1","1","false","(interacts)","N-C24:0(OH)-Cer ((interacts)) N-C10:0(OH)-Cer(2H)"
"197819",,"0.66","34","(interacts)","N-C20:0(OH)-Cer(2H) ((interacts)) N-C10:1-Cer(2H)",,"1","1","false","(interacts)","N-C20:0(OH)-Cer(2H) ((interacts)) N-C10:1-Cer(2H)"
"201938",,"0.67","34","(interacts)","N-C14:0-Cer ((interacts)) N-C10:1-Cer",,"1","1","false","(interacts)","N-C14:0-Cer ((interacts)) N-C10:1-Cer"
"202317",,"0.67","34","(interacts)","N-C22:0-Cer(2H) ((interacts)) N-C10:1-Cer(2H)",,"1","1","false","(interacts)","N-C22:0-Cer(2H) ((interacts)) N-C10:1-Cer(2H)"
"190611",,"0.66","34","(interacts)","N-C20:0-Cer ((interacts)) N-C10:1-Cer(2H)",,"1","1","false","(interacts)","N-C20:0-Cer ((interacts)) N-C10:1-Cer(2H)"
