"SUID","canonicalName","interaction","interactionStrength","name","selected","shared interaction","shared name"
"1116","PE_aa_C40:3 (interacts) PG_aa_C36:4","interacts","0.81","PE_aa_C40:3 (interacts) PG_aa_C36:4","false","interacts","PE_aa_C40:3 (interacts) PG_aa_C36:4"
"1117","PE_aa_C40:3 (interacts) PG_aa_C38:5","interacts","0.77","PE_aa_C40:3 (interacts) PG_aa_C38:5","false","interacts","PE_aa_C40:3 (interacts) PG_aa_C38:5"
"1118","PE_aa_C40:3 (interacts) PG_ae_C34:1","interacts","0.82","PE_aa_C40:3 (interacts) PG_ae_C34:1","false","interacts","PE_aa_C40:3 (interacts) PG_ae_C34:1"
"1119","PE_aa_C40:3 (interacts) PG_ae_C36:1","interacts","0.78","PE_aa_C40:3 (interacts) PG_ae_C36:1","false","interacts","PE_aa_C40:3 (interacts) PG_ae_C36:1"
"1120","PE_aa_C40:3 (interacts) PS_aa_C42:4","interacts","0.79","PE_aa_C40:3 (interacts) PS_aa_C42:4","false","interacts","PE_aa_C40:3 (interacts) PS_aa_C42:4"
"1121","PE_aa_C40:3 (interacts) SM_C20:1","interacts","0.72","PE_aa_C40:3 (interacts) SM_C20:1","false","interacts","PE_aa_C40:3 (interacts) SM_C20:1"
"1122","PE_aa_C40:3 (interacts) N-C10:0(OH)-Cer(2H)","interacts","0.79","PE_aa_C40:3 (interacts) N-C10:0(OH)-Cer(2H)","false","interacts","PE_aa_C40:3 (interacts) N-C10:0(OH)-Cer(2H)"
"1123","PE_aa_C40:3 (interacts) N-C10:0-Cer","interacts","0.74","PE_aa_C40:3 (interacts) N-C10:0-Cer","false","interacts","PE_aa_C40:3 (interacts) N-C10:0-Cer"
"1124","PE_aa_C40:3 (interacts) N-C10:1-Cer","interacts","0.85","PE_aa_C40:3 (interacts) N-C10:1-Cer","false","interacts","PE_aa_C40:3 (interacts) N-C10:1-Cer"
"1125","PE_aa_C40:3 (interacts) N-C12:1-Cer","interacts","0.75","PE_aa_C40:3 (interacts) N-C12:1-Cer","false","interacts","PE_aa_C40:3 (interacts) N-C12:1-Cer"
"1126","PE_aa_C40:3 (interacts) N-C14:0-Cer","interacts","0.77","PE_aa_C40:3 (interacts) N-C14:0-Cer","false","interacts","PE_aa_C40:3 (interacts) N-C14:0-Cer"
"1127","PE_aa_C40:3 (interacts) N-C20:0-Cer","interacts","0.72","PE_aa_C40:3 (interacts) N-C20:0-Cer","false","interacts","PE_aa_C40:3 (interacts) N-C20:0-Cer"
"1128","PE_aa_C40:3 (interacts) N-C22:1-Cer","interacts","0.73","PE_aa_C40:3 (interacts) N-C22:1-Cer","false","interacts","PE_aa_C40:3 (interacts) N-C22:1-Cer"
"1129","PE_aa_C40:3 (interacts) N-C24:0-Cer","interacts","0.77","PE_aa_C40:3 (interacts) N-C24:0-Cer","false","interacts","PE_aa_C40:3 (interacts) N-C24:0-Cer"
"1130","PE_aa_C40:3 (interacts) N-C8:1-Cer(2H)","interacts","0.77","PE_aa_C40:3 (interacts) N-C8:1-Cer(2H)","false","interacts","PE_aa_C40:3 (interacts) N-C8:1-Cer(2H)"
"1131","N-C28:1-Cer(2H) (interacts) N-C8:0-Cer","interacts","0.74","N-C28:1-Cer(2H) (interacts) N-C8:0-Cer","false","interacts","N-C28:1-Cer(2H) (interacts) N-C8:0-Cer"
"1132","PG_aa_C38:5 (interacts) N-C10:0-Cer","interacts","0.71","PG_aa_C38:5 (interacts) N-C10:0-Cer","false","interacts","PG_aa_C38:5 (interacts) N-C10:0-Cer"
"1133","PG_aa_C38:5 (interacts) N-C14:0-Cer(2H)","interacts","0.74","PG_aa_C38:5 (interacts) N-C14:0-Cer(2H)","false","interacts","PG_aa_C38:5 (interacts) N-C14:0-Cer(2H)"
"1134","PG_aa_C38:5 (interacts) N-C18:0-Cer(2H)","interacts","0.8","PG_aa_C38:5 (interacts) N-C18:0-Cer(2H)","false","interacts","PG_aa_C38:5 (interacts) N-C18:0-Cer(2H)"
"1135","PG_aa_C38:5 (interacts) N-C20:1-Cer(2H)","interacts","0.75","PG_aa_C38:5 (interacts) N-C20:1-Cer(2H)","false","interacts","PG_aa_C38:5 (interacts) N-C20:1-Cer(2H)"
"1136","PG_aa_C38:5 (interacts) N-C24:0-Cer","interacts","0.8","PG_aa_C38:5 (interacts) N-C24:0-Cer","false","interacts","PG_aa_C38:5 (interacts) N-C24:0-Cer"
"1137","PG_aa_C38:5 (interacts) N-C24:1-Cer","interacts","0.72","PG_aa_C38:5 (interacts) N-C24:1-Cer","false","interacts","PG_aa_C38:5 (interacts) N-C24:1-Cer"
"1138","PG_aa_C38:5 (interacts) N-C28:1-Cer(2H)","interacts","0.79","PG_aa_C38:5 (interacts) N-C28:1-Cer(2H)","false","interacts","PG_aa_C38:5 (interacts) N-C28:1-Cer(2H)"
"1139","N-C20:0(OH)-Cer(2H) (interacts) N-C20:0-Cer","interacts","0.71","N-C20:0(OH)-Cer(2H) (interacts) N-C20:0-Cer","false","interacts","N-C20:0(OH)-Cer(2H) (interacts) N-C20:0-Cer"
"1140","N-C20:0(OH)-Cer(2H) (interacts) N-C20:1-Cer","interacts","0.76","N-C20:0(OH)-Cer(2H) (interacts) N-C20:1-Cer","false","interacts","N-C20:0(OH)-Cer(2H) (interacts) N-C20:1-Cer"
"1141","N-C20:0(OH)-Cer(2H) (interacts) N-C22:0(OH)-Cer(2H)","interacts","0.79","N-C20:0(OH)-Cer(2H) (interacts) N-C22:0(OH)-Cer(2H)","false","interacts","N-C20:0(OH)-Cer(2H) (interacts) N-C22:0(OH)-Cer(2H)"
"1142","N-C20:0(OH)-Cer(2H) (interacts) N-C26:1-Cer","interacts","0.83","N-C20:0(OH)-Cer(2H) (interacts) N-C26:1-Cer","false","interacts","N-C20:0(OH)-Cer(2H) (interacts) N-C26:1-Cer"
"1143","N-C20:0(OH)-Cer(2H) (interacts) N-C28:0(OH)-Cer","interacts","0.9","N-C20:0(OH)-Cer(2H) (interacts) N-C28:0(OH)-Cer","false","interacts","N-C20:0(OH)-Cer(2H) (interacts) N-C28:0(OH)-Cer"
"1144","N-C20:0(OH)-Cer(2H) (interacts) N-C8:0-Cer","interacts","0.85","N-C20:0(OH)-Cer(2H) (interacts) N-C8:0-Cer","false","interacts","N-C20:0(OH)-Cer(2H) (interacts) N-C8:0-Cer"
"1145","N-C20:0(OH)-Cer(2H) (interacts) N-C8:0-Cer(2H)","interacts","0.71","N-C20:0(OH)-Cer(2H) (interacts) N-C8:0-Cer(2H)","false","interacts","N-C20:0(OH)-Cer(2H) (interacts) N-C8:0-Cer(2H)"
"1146","PE_aa_C22:2 (interacts) PE_aa_C26:4","interacts","0.89","PE_aa_C22:2 (interacts) PE_aa_C26:4","false","interacts","PE_aa_C22:2 (interacts) PE_aa_C26:4"
"1147","PE_aa_C22:2 (interacts) PE_aa_C40:2","interacts","0.73","PE_aa_C22:2 (interacts) PE_aa_C40:2","false","interacts","PE_aa_C22:2 (interacts) PE_aa_C40:2"
"1148","PE_aa_C22:2 (interacts) PE_ae_C40:3","interacts","0.72","PE_aa_C22:2 (interacts) PE_ae_C40:3","false","interacts","PE_aa_C22:2 (interacts) PE_ae_C40:3"
"1149","PE_aa_C22:2 (interacts) PE_ae_C40:4","interacts","0.73","PE_aa_C22:2 (interacts) PE_ae_C40:4","false","interacts","PE_aa_C22:2 (interacts) PE_ae_C40:4"
"1150","PE_aa_C22:2 (interacts) PE_ae_C42:1","interacts","0.71","PE_aa_C22:2 (interacts) PE_ae_C42:1","false","interacts","PE_aa_C22:2 (interacts) PE_ae_C42:1"
"1151","PE_aa_C22:2 (interacts) PE_ae_C46:5","interacts","0.75","PE_aa_C22:2 (interacts) PE_ae_C46:5","false","interacts","PE_aa_C22:2 (interacts) PE_ae_C46:5"
"1152","PE_aa_C22:2 (interacts) PE_ae_C46:6","interacts","0.74","PE_aa_C22:2 (interacts) PE_ae_C46:6","false","interacts","PE_aa_C22:2 (interacts) PE_ae_C46:6"
"1153","PE_aa_C22:2 (interacts) PG_aa_C34:3","interacts","0.71","PE_aa_C22:2 (interacts) PG_aa_C34:3","false","interacts","PE_aa_C22:2 (interacts) PG_aa_C34:3"
"1154","PE_aa_C22:2 (interacts) PG_aa_C36:3","interacts","0.85","PE_aa_C22:2 (interacts) PG_aa_C36:3","false","interacts","PE_aa_C22:2 (interacts) PG_aa_C36:3"
"1155","PE_aa_C22:2 (interacts) PG_aa_C36:4","interacts","0.87","PE_aa_C22:2 (interacts) PG_aa_C36:4","false","interacts","PE_aa_C22:2 (interacts) PG_aa_C36:4"
"1156","PE_aa_C22:2 (interacts) PG_aa_C38:5","interacts","0.9","PE_aa_C22:2 (interacts) PG_aa_C38:5","false","interacts","PE_aa_C22:2 (interacts) PG_aa_C38:5"
"1157","PE_aa_C22:2 (interacts) PS_aa_C42:2","interacts","0.91","PE_aa_C22:2 (interacts) PS_aa_C42:2","false","interacts","PE_aa_C22:2 (interacts) PS_aa_C42:2"
"1158","PE_aa_C22:2 (interacts) PS_aa_C42:4","interacts","0.77","PE_aa_C22:2 (interacts) PS_aa_C42:4","false","interacts","PE_aa_C22:2 (interacts) PS_aa_C42:4"
"1159","PE_aa_C22:2 (interacts) SM_C20:1","interacts","0.71","PE_aa_C22:2 (interacts) SM_C20:1","false","interacts","PE_aa_C22:2 (interacts) SM_C20:1"
"1160","PE_aa_C22:2 (interacts) N-C10:0(OH)-Cer(2H)","interacts","0.77","PE_aa_C22:2 (interacts) N-C10:0(OH)-Cer(2H)","false","interacts","PE_aa_C22:2 (interacts) N-C10:0(OH)-Cer(2H)"
"1161","PE_aa_C22:2 (interacts) N-C10:0-Cer","interacts","0.73","PE_aa_C22:2 (interacts) N-C10:0-Cer","false","interacts","PE_aa_C22:2 (interacts) N-C10:0-Cer"
"1162","PE_aa_C22:2 (interacts) N-C14:0-Cer(2H)","interacts","0.71","PE_aa_C22:2 (interacts) N-C14:0-Cer(2H)","false","interacts","PE_aa_C22:2 (interacts) N-C14:0-Cer(2H)"
"1163","PE_aa_C22:2 (interacts) N-C16:0-Cer(2H)","interacts","0.74","PE_aa_C22:2 (interacts) N-C16:0-Cer(2H)","false","interacts","PE_aa_C22:2 (interacts) N-C16:0-Cer(2H)"
"1164","PE_aa_C22:2 (interacts) N-C18:0-Cer(2H)","interacts","0.86","PE_aa_C22:2 (interacts) N-C18:0-Cer(2H)","false","interacts","PE_aa_C22:2 (interacts) N-C18:0-Cer(2H)"
"1165","PE_aa_C22:2 (interacts) N-C20:1-Cer(2H)","interacts","0.86","PE_aa_C22:2 (interacts) N-C20:1-Cer(2H)","false","interacts","PE_aa_C22:2 (interacts) N-C20:1-Cer(2H)"
"1166","PE_aa_C22:2 (interacts) N-C22:0-Cer","interacts","0.71","PE_aa_C22:2 (interacts) N-C22:0-Cer","false","interacts","PE_aa_C22:2 (interacts) N-C22:0-Cer"
"1167","PE_aa_C22:2 (interacts) N-C22:1-Cer","interacts","0.73","PE_aa_C22:2 (interacts) N-C22:1-Cer","false","interacts","PE_aa_C22:2 (interacts) N-C22:1-Cer"
"1168","PE_aa_C22:2 (interacts) N-C24:0-Cer","interacts","0.9","PE_aa_C22:2 (interacts) N-C24:0-Cer","false","interacts","PE_aa_C22:2 (interacts) N-C24:0-Cer"
"1169","PE_aa_C22:2 (interacts) N-C24:1-Cer","interacts","0.77","PE_aa_C22:2 (interacts) N-C24:1-Cer","false","interacts","PE_aa_C22:2 (interacts) N-C24:1-Cer"
"1170","PE_aa_C22:2 (interacts) N-C28:1-Cer(2H)","interacts","0.78","PE_aa_C22:2 (interacts) N-C28:1-Cer(2H)","false","interacts","PE_aa_C22:2 (interacts) N-C28:1-Cer(2H)"
"1171","N-C14:1-Cer (interacts) N-C22:0-Cer(2H)","interacts","0.71","N-C14:1-Cer (interacts) N-C22:0-Cer(2H)","false","interacts","N-C14:1-Cer (interacts) N-C22:0-Cer(2H)"
"1172","N-C14:1-Cer (interacts) N-C24:0-Cer(2H)","interacts","0.85","N-C14:1-Cer (interacts) N-C24:0-Cer(2H)","false","interacts","N-C14:1-Cer (interacts) N-C24:0-Cer(2H)"
"1173","N-C22:0(OH)-Cer(2H) (interacts) N-C26:1-Cer","interacts","0.81","N-C22:0(OH)-Cer(2H) (interacts) N-C26:1-Cer","false","interacts","N-C22:0(OH)-Cer(2H) (interacts) N-C26:1-Cer"
"1174","N-C22:0(OH)-Cer(2H) (interacts) N-C28:0(OH)-Cer","interacts","0.76","N-C22:0(OH)-Cer(2H) (interacts) N-C28:0(OH)-Cer","false","interacts","N-C22:0(OH)-Cer(2H) (interacts) N-C28:0(OH)-Cer"
"1175","PS_aa_C42:1 (interacts) N-C14:1-Cer(2H)","interacts","0.8","PS_aa_C42:1 (interacts) N-C14:1-Cer(2H)","false","interacts","PS_aa_C42:1 (interacts) N-C14:1-Cer(2H)"
"1176","PS_aa_C42:1 (interacts) N-C18:0-Cer(2H)","interacts","0.71","PS_aa_C42:1 (interacts) N-C18:0-Cer(2H)","false","interacts","PS_aa_C42:1 (interacts) N-C18:0-Cer(2H)"
"1177","PS_aa_C42:1 (interacts) N-C18:1-Cer","interacts","0.77","PS_aa_C42:1 (interacts) N-C18:1-Cer","false","interacts","PS_aa_C42:1 (interacts) N-C18:1-Cer"
"1178","PS_aa_C42:1 (interacts) N-C22:0(OH)-Cer(2H)","interacts","0.83","PS_aa_C42:1 (interacts) N-C22:0(OH)-Cer(2H)","false","interacts","PS_aa_C42:1 (interacts) N-C22:0(OH)-Cer(2H)"
"1179","PS_aa_C42:1 (interacts) N-C28:0-Cer(2H)","interacts","0.75","PS_aa_C42:1 (interacts) N-C28:0-Cer(2H)","false","interacts","PS_aa_C42:1 (interacts) N-C28:0-Cer(2H)"
"1180","PS_aa_C42:2 (interacts) PS_aa_C42:4","interacts","0.88","PS_aa_C42:2 (interacts) PS_aa_C42:4","false","interacts","PS_aa_C42:2 (interacts) PS_aa_C42:4"
"1181","PS_aa_C42:2 (interacts) SM_C20:1","interacts","0.84","PS_aa_C42:2 (interacts) SM_C20:1","false","interacts","PS_aa_C42:2 (interacts) SM_C20:1"
"1182","PS_aa_C42:2 (interacts) N-C10:0(OH)-Cer(2H)","interacts","0.89","PS_aa_C42:2 (interacts) N-C10:0(OH)-Cer(2H)","false","interacts","PS_aa_C42:2 (interacts) N-C10:0(OH)-Cer(2H)"
"1183","PS_aa_C42:2 (interacts) N-C10:0-Cer","interacts","0.7","PS_aa_C42:2 (interacts) N-C10:0-Cer","false","interacts","PS_aa_C42:2 (interacts) N-C10:0-Cer"
"1184","PS_aa_C42:2 (interacts) N-C14:0-Cer","interacts","0.84","PS_aa_C42:2 (interacts) N-C14:0-Cer","false","interacts","PS_aa_C42:2 (interacts) N-C14:0-Cer"
"1185","PS_aa_C42:2 (interacts) N-C18:0-Cer","interacts","0.74","PS_aa_C42:2 (interacts) N-C18:0-Cer","false","interacts","PS_aa_C42:2 (interacts) N-C18:0-Cer"
"1186","PS_aa_C42:2 (interacts) N-C18:0-Cer(2H)","interacts","0.74","PS_aa_C42:2 (interacts) N-C18:0-Cer(2H)","false","interacts","PS_aa_C42:2 (interacts) N-C18:0-Cer(2H)"
"1187","PS_aa_C42:2 (interacts) N-C18:1-Cer(2H)","interacts","0.72","PS_aa_C42:2 (interacts) N-C18:1-Cer(2H)","false","interacts","PS_aa_C42:2 (interacts) N-C18:1-Cer(2H)"
"1188","PS_aa_C42:2 (interacts) N-C20:1-Cer(2H)","interacts","0.9","PS_aa_C42:2 (interacts) N-C20:1-Cer(2H)","false","interacts","PS_aa_C42:2 (interacts) N-C20:1-Cer(2H)"
"1189","PS_aa_C42:2 (interacts) N-C22:0-Cer","interacts","0.76","PS_aa_C42:2 (interacts) N-C22:0-Cer","false","interacts","PS_aa_C42:2 (interacts) N-C22:0-Cer"
"1190","PS_aa_C42:2 (interacts) N-C22:1-Cer","interacts","0.84","PS_aa_C42:2 (interacts) N-C22:1-Cer","false","interacts","PS_aa_C42:2 (interacts) N-C22:1-Cer"
"1191","PS_aa_C42:2 (interacts) N-C24:0-Cer","interacts","0.93","PS_aa_C42:2 (interacts) N-C24:0-Cer","false","interacts","PS_aa_C42:2 (interacts) N-C24:0-Cer"
"1192","PS_aa_C42:2 (interacts) N-C24:1-Cer","interacts","0.77","PS_aa_C42:2 (interacts) N-C24:1-Cer","false","interacts","PS_aa_C42:2 (interacts) N-C24:1-Cer"
"1193","PS_aa_C42:2 (interacts) N-C28:0-Cer","interacts","0.78","PS_aa_C42:2 (interacts) N-C28:0-Cer","false","interacts","PS_aa_C42:2 (interacts) N-C28:0-Cer"
"1194","PS_aa_C42:2 (interacts) N-C28:1-Cer(2H)","interacts","0.7","PS_aa_C42:2 (interacts) N-C28:1-Cer(2H)","false","interacts","PS_aa_C42:2 (interacts) N-C28:1-Cer(2H)"
"1195","PS_aa_C42:4 (interacts) SM_C20:1","interacts","0.79","PS_aa_C42:4 (interacts) SM_C20:1","false","interacts","PS_aa_C42:4 (interacts) SM_C20:1"
"1196","PS_aa_C42:4 (interacts) N-C10:0(OH)-Cer(2H)","interacts","0.89","PS_aa_C42:4 (interacts) N-C10:0(OH)-Cer(2H)","false","interacts","PS_aa_C42:4 (interacts) N-C10:0(OH)-Cer(2H)"
"1197","PS_aa_C42:4 (interacts) N-C10:0-Cer","interacts","0.7","PS_aa_C42:4 (interacts) N-C10:0-Cer","false","interacts","PS_aa_C42:4 (interacts) N-C10:0-Cer"
"1198","PS_aa_C42:4 (interacts) N-C10:1-Cer","interacts","0.74","PS_aa_C42:4 (interacts) N-C10:1-Cer","false","interacts","PS_aa_C42:4 (interacts) N-C10:1-Cer"
"1199","PS_aa_C42:4 (interacts) N-C12:1-Cer","interacts","0.77","PS_aa_C42:4 (interacts) N-C12:1-Cer","false","interacts","PS_aa_C42:4 (interacts) N-C12:1-Cer"
"1200","PS_aa_C42:4 (interacts) N-C14:0-Cer","interacts","0.9","PS_aa_C42:4 (interacts) N-C14:0-Cer","false","interacts","PS_aa_C42:4 (interacts) N-C14:0-Cer"
"1201","PS_aa_C42:4 (interacts) N-C18:0-Cer","interacts","0.86","PS_aa_C42:4 (interacts) N-C18:0-Cer","false","interacts","PS_aa_C42:4 (interacts) N-C18:0-Cer"
"1202","PS_aa_C42:4 (interacts) N-C18:0-Cer(2H)","interacts","0.75","PS_aa_C42:4 (interacts) N-C18:0-Cer(2H)","false","interacts","PS_aa_C42:4 (interacts) N-C18:0-Cer(2H)"
"1203","PS_aa_C42:4 (interacts) N-C18:1-Cer(2H)","interacts","0.83","PS_aa_C42:4 (interacts) N-C18:1-Cer(2H)","false","interacts","PS_aa_C42:4 (interacts) N-C18:1-Cer(2H)"
"1204","PS_aa_C42:4 (interacts) N-C20:1-Cer(2H)","interacts","0.84","PS_aa_C42:4 (interacts) N-C20:1-Cer(2H)","false","interacts","PS_aa_C42:4 (interacts) N-C20:1-Cer(2H)"
"1205","PS_aa_C42:4 (interacts) N-C22:0-Cer","interacts","0.75","PS_aa_C42:4 (interacts) N-C22:0-Cer","false","interacts","PS_aa_C42:4 (interacts) N-C22:0-Cer"
"1206","PS_aa_C42:4 (interacts) N-C22:1-Cer","interacts","0.73","PS_aa_C42:4 (interacts) N-C22:1-Cer","false","interacts","PS_aa_C42:4 (interacts) N-C22:1-Cer"
"1207","PS_aa_C42:4 (interacts) N-C24:0-Cer","interacts","0.87","PS_aa_C42:4 (interacts) N-C24:0-Cer","false","interacts","PS_aa_C42:4 (interacts) N-C24:0-Cer"
"1208","PS_aa_C42:4 (interacts) N-C28:0-Cer","interacts","0.73","PS_aa_C42:4 (interacts) N-C28:0-Cer","false","interacts","PS_aa_C42:4 (interacts) N-C28:0-Cer"
"1209","PS_aa_C42:4 (interacts) N-C8:1-Cer(2H)","interacts","0.75","PS_aa_C42:4 (interacts) N-C8:1-Cer(2H)","false","interacts","PS_aa_C42:4 (interacts) N-C8:1-Cer(2H)"
"1210","N-C10:0-Cer (interacts) N-C12:0-Cer","interacts","0.81","N-C10:0-Cer (interacts) N-C12:0-Cer","false","interacts","N-C10:0-Cer (interacts) N-C12:0-Cer"
"1211","N-C10:0-Cer (interacts) N-C14:1-Cer(2H)","interacts","0.73","N-C10:0-Cer (interacts) N-C14:1-Cer(2H)","false","interacts","N-C10:0-Cer (interacts) N-C14:1-Cer(2H)"
"1212","N-C10:0-Cer (interacts) N-C18:0-Cer(2H)","interacts","0.79","N-C10:0-Cer (interacts) N-C18:0-Cer(2H)","false","interacts","N-C10:0-Cer (interacts) N-C18:0-Cer(2H)"
"1213","N-C10:0-Cer (interacts) N-C20:0(OH)-Cer(2H)","interacts","0.78","N-C10:0-Cer (interacts) N-C20:0(OH)-Cer(2H)","false","interacts","N-C10:0-Cer (interacts) N-C20:0(OH)-Cer(2H)"
"1214","N-C10:0-Cer (interacts) N-C20:0-Cer","interacts","0.9","N-C10:0-Cer (interacts) N-C20:0-Cer","false","interacts","N-C10:0-Cer (interacts) N-C20:0-Cer"
"1215","N-C10:0-Cer (interacts) N-C20:1-Cer","interacts","0.79","N-C10:0-Cer (interacts) N-C20:1-Cer","false","interacts","N-C10:0-Cer (interacts) N-C20:1-Cer"
"1216","N-C10:0-Cer (interacts) N-C28:0(OH)-Cer","interacts","0.86","N-C10:0-Cer (interacts) N-C28:0(OH)-Cer","false","interacts","N-C10:0-Cer (interacts) N-C28:0(OH)-Cer"
"1217","N-C10:0-Cer (interacts) N-C28:1-Cer(2H)","interacts","0.87","N-C10:0-Cer (interacts) N-C28:1-Cer(2H)","false","interacts","N-C10:0-Cer (interacts) N-C28:1-Cer(2H)"
"1218","N-C10:0-Cer (interacts) N-C8:0(OH)-Cer","interacts","0.75","N-C10:0-Cer (interacts) N-C8:0(OH)-Cer","false","interacts","N-C10:0-Cer (interacts) N-C8:0(OH)-Cer"
"1219","N-C10:0-Cer (interacts) N-C8:0-Cer","interacts","0.75","N-C10:0-Cer (interacts) N-C8:0-Cer","false","interacts","N-C10:0-Cer (interacts) N-C8:0-Cer"
"1220","PS_aa_C42:5 (interacts) N-C12:1-Cer","interacts","0.8","PS_aa_C42:5 (interacts) N-C12:1-Cer","false","interacts","PS_aa_C42:5 (interacts) N-C12:1-Cer"
"1221","PS_aa_C42:5 (interacts) N-C16:1-Cer(2H)","interacts","0.73","PS_aa_C42:5 (interacts) N-C16:1-Cer(2H)","false","interacts","PS_aa_C42:5 (interacts) N-C16:1-Cer(2H)"
"1222","PG_aa_C34:3 (interacts) PG_aa_C36:0","interacts","0.85","PG_aa_C34:3 (interacts) PG_aa_C36:0","false","interacts","PG_aa_C34:3 (interacts) PG_aa_C36:0"
"1223","PG_aa_C34:3 (interacts) PG_aa_C36:4","interacts","0.81","PG_aa_C34:3 (interacts) PG_aa_C36:4","false","interacts","PG_aa_C34:3 (interacts) PG_aa_C36:4"
"1224","PG_aa_C34:3 (interacts) PG_aa_C38:5","interacts","0.74","PG_aa_C34:3 (interacts) PG_aa_C38:5","false","interacts","PG_aa_C34:3 (interacts) PG_aa_C38:5"
"1225","PG_aa_C34:3 (interacts) PG_ae_C32:0","interacts","0.9","PG_aa_C34:3 (interacts) PG_ae_C32:0","false","interacts","PG_aa_C34:3 (interacts) PG_ae_C32:0"
"1226","PG_aa_C34:3 (interacts) PG_ae_C34:0","interacts","0.9","PG_aa_C34:3 (interacts) PG_ae_C34:0","false","interacts","PG_aa_C34:3 (interacts) PG_ae_C34:0"
"1227","PG_aa_C34:3 (interacts) PG_ae_C34:1","interacts","0.85","PG_aa_C34:3 (interacts) PG_ae_C34:1","false","interacts","PG_aa_C34:3 (interacts) PG_ae_C34:1"
"1228","PG_aa_C34:3 (interacts) SM_C22:2","interacts","0.71","PG_aa_C34:3 (interacts) SM_C22:2","false","interacts","PG_aa_C34:3 (interacts) SM_C22:2"
"1229","PG_aa_C34:3 (interacts) SM_C22:3","interacts","0.72","PG_aa_C34:3 (interacts) SM_C22:3","false","interacts","PG_aa_C34:3 (interacts) SM_C22:3"
"1230","PG_aa_C34:3 (interacts) N-C10:0(OH)-Cer","interacts","0.83","PG_aa_C34:3 (interacts) N-C10:0(OH)-Cer","false","interacts","PG_aa_C34:3 (interacts) N-C10:0(OH)-Cer"
"1231","PG_aa_C34:3 (interacts) N-C10:0(OH)-Cer(2H)","interacts","0.82","PG_aa_C34:3 (interacts) N-C10:0(OH)-Cer(2H)","false","interacts","PG_aa_C34:3 (interacts) N-C10:0(OH)-Cer(2H)"
"1232","PG_aa_C34:3 (interacts) N-C10:0-Cer","interacts","0.96","PG_aa_C34:3 (interacts) N-C10:0-Cer","false","interacts","PG_aa_C34:3 (interacts) N-C10:0-Cer"
"1233","PG_aa_C34:3 (interacts) N-C10:1-Cer(2H)","interacts","0.71","PG_aa_C34:3 (interacts) N-C10:1-Cer(2H)","false","interacts","PG_aa_C34:3 (interacts) N-C10:1-Cer(2H)"
"1234","PG_aa_C34:3 (interacts) N-C12:0-Cer","interacts","0.84","PG_aa_C34:3 (interacts) N-C12:0-Cer","false","interacts","PG_aa_C34:3 (interacts) N-C12:0-Cer"
"1235","PG_aa_C34:3 (interacts) N-C14:1-Cer(2H)","interacts","0.8","PG_aa_C34:3 (interacts) N-C14:1-Cer(2H)","false","interacts","PG_aa_C34:3 (interacts) N-C14:1-Cer(2H)"
"1236","PG_aa_C34:3 (interacts) N-C18:0-Cer(2H)","interacts","0.73","PG_aa_C34:3 (interacts) N-C18:0-Cer(2H)","false","interacts","PG_aa_C34:3 (interacts) N-C18:0-Cer(2H)"
"1237","PG_aa_C34:3 (interacts) N-C20:0(OH)-Cer(2H)","interacts","0.76","PG_aa_C34:3 (interacts) N-C20:0(OH)-Cer(2H)","false","interacts","PG_aa_C34:3 (interacts) N-C20:0(OH)-Cer(2H)"
"1238","PG_aa_C34:3 (interacts) N-C20:0-Cer","interacts","0.79","PG_aa_C34:3 (interacts) N-C20:0-Cer","false","interacts","PG_aa_C34:3 (interacts) N-C20:0-Cer"
"1239","PG_aa_C34:3 (interacts) N-C28:0(OH)-Cer","interacts","0.84","PG_aa_C34:3 (interacts) N-C28:0(OH)-Cer","false","interacts","PG_aa_C34:3 (interacts) N-C28:0(OH)-Cer"
"1240","PG_aa_C34:3 (interacts) N-C28:1-Cer(2H)","interacts","0.96","PG_aa_C34:3 (interacts) N-C28:1-Cer(2H)","false","interacts","PG_aa_C34:3 (interacts) N-C28:1-Cer(2H)"
"1241","PG_aa_C34:3 (interacts) N-C8:0(OH)-Cer","interacts","0.76","PG_aa_C34:3 (interacts) N-C8:0(OH)-Cer","false","interacts","PG_aa_C34:3 (interacts) N-C8:0(OH)-Cer"
"1242","PG_aa_C34:3 (interacts) N-C8:0-Cer","interacts","0.77","PG_aa_C34:3 (interacts) N-C8:0-Cer","false","interacts","PG_aa_C34:3 (interacts) N-C8:0-Cer"
"1243","PG_aa_C34:2 (interacts) PG_aa_C36:2","interacts","0.89","PG_aa_C34:2 (interacts) PG_aa_C36:2","false","interacts","PG_aa_C34:2 (interacts) PG_aa_C36:2"
"1244","PG_aa_C34:2 (interacts) PS_aa_C34:1","interacts","0.75","PG_aa_C34:2 (interacts) PS_aa_C34:1","false","interacts","PG_aa_C34:2 (interacts) PS_aa_C34:1"
"1245","PG_aa_C34:2 (interacts) PS_aa_C34:2","interacts","0.89","PG_aa_C34:2 (interacts) PS_aa_C34:2","false","interacts","PG_aa_C34:2 (interacts) PS_aa_C34:2"
"1246","PG_aa_C34:2 (interacts) PS_aa_C36:2","interacts","0.82","PG_aa_C34:2 (interacts) PS_aa_C36:2","false","interacts","PG_aa_C34:2 (interacts) PS_aa_C36:2"
