"SUID","canonicalName","Cooccurrence","Coregulation","CoregulationBin","interaction","interactionStrength","name","NetworkPresence","NewBin","NewBin2","selected","shared interaction","shared name"
"198601","",,"0.95","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C36:2",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C36:2"
"198602","","0.807641980052","0.82","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C38:4",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C38:4"
"198603","","0.7310927212237","0.81","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C36:2",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C36:2"
"198604","","0.7868972182275","0.81","","(interacts)",,"SM_C24:1 ((interacts)) PE_ae_C36:5",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_ae_C36:5"
"198605","","0.672191515564875","0.84","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C38:5",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C38:5"
"198606","",,"0.79","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C38:3",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C38:3"
"198607","",,"0.79","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C36:3",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C36:3"
"198608","","0.772195597489667","0.81","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C36:1",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C36:1"
"198609","","0.8667070686817","0.81","","(interacts)",,"SM_C24:1 ((interacts)) SM_C24:0",,"","","false","(interacts)","SM_C24:1 ((interacts)) SM_C24:0"
"198610","",,"0.83","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C38:5",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C38:5"
"198611","","0.82365338504325","0.86","","(interacts)",,"SM_C24:1 ((interacts)) SM_C22:1",,"","","false","(interacts)","SM_C24:1 ((interacts)) SM_C22:1"
"198612","","0.8361258506775","0.87","","(interacts)",,"SM_C24:1 ((interacts)) PE_ae_C38:6",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_ae_C38:6"
"198613","",,"0.84","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C34:2",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C34:2"
"198614","",,"0.82","","(interacts)",,"SM_C24:1 ((interacts)) PG_aa_C36:2",,"","","false","(interacts)","SM_C24:1 ((interacts)) PG_aa_C36:2"
"198615","",,"0.81","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C40:6",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C40:6"
"198616","",,"0.85","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C38:4",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C38:4"
"198617","",,"0.72","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C36:1",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C36:1"
"198618","","0.818896472454","0.73","","(interacts)",,"SM_C24:1 ((interacts)) PE_ae_C36:2",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_ae_C36:2"
"198619","","0.784017920494","0.73","","(interacts)",,"SM_C24:1 ((interacts)) SM_C18:1",,"","","false","(interacts)","SM_C24:1 ((interacts)) SM_C18:1"
"198620","","0.754368722439","0.72","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C38:0",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C38:0"
"198621","","0.6748426795006","0.75","","(interacts)",,"SM_C24:1 ((interacts)) PE_ae_C34:2",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_ae_C34:2"
"198622","","0.6321649849415","0.75","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C40:5",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C40:5"
"198623","","0.7555405497552","0.78","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C40:6",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C40:6"
"198624","","0.540054261684","0.78","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C38:6",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C38:6"
"198625","",,"0.8","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C34:1",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C34:1"
"198626","","0.7916037499904","0.78","","(interacts)",,"SM_C24:1 ((interacts)) PE_ae_C38:5",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_ae_C38:5"
"198627","","0.740003943443333","0.77","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C34:1",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C34:1"
"198628","","0.909391873412667","0.72","","(interacts)",,"SM_C24:1 ((interacts)) SM_C22:0",,"","","false","(interacts)","SM_C24:1 ((interacts)) SM_C22:0"
"198629","",,"0.8","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C36:5",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C36:5"
"198630","",,"0.79","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C34:2",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C34:2"
"198631","","0.6626631766555","0.61","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C36:3"
"198632","",,"0.65","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C34:3"
"198633","","0.4241842627525","0.65","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C40:7",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C40:7"
"198634","","0.7697367608547","0.62","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C38:1",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C38:1"
"198635","","0.7640486955642","0.64","","(interacts)",,"SM_C24:1 ((interacts)) PC_ae_C34:2",,"","","false","(interacts)","SM_C24:1 ((interacts)) PC_ae_C34:2"
"198636","","0.264739990234","0.6","","(interacts)",,"SM_C24:1 ((interacts)) PE_ae_C36:4",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_ae_C36:4"
"198637","","0.678738236427","0.69","","(interacts)",,"SM_C24:1 ((interacts)) PE_aa_C36:4",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_aa_C36:4"
"198638","","0.8860784649848","0.63","","(interacts)",,"SM_C24:1 ((interacts)) SM_C18:0",,"","","false","(interacts)","SM_C24:1 ((interacts)) SM_C18:0"
"198639","",,"0.67","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C36:4",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C36:4"
"198640","","0.854865938425","0.64","","(interacts)",,"SM_C24:1 ((interacts)) PE_ae_C40:6",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_ae_C40:6"
"198641","","0.4472599476575","0.62","","(interacts)",,"SM_C24:1 ((interacts)) PE_ae_C38:4",,"","","false","(interacts)","SM_C24:1 ((interacts)) PE_ae_C38:4"
"198642","",,"0.61","","(interacts)",,"SM_C24:1 ((interacts)) PS_aa_C40:7",,"","","false","(interacts)","SM_C24:1 ((interacts)) PS_aa_C40:7"
"198643","",,"0.64","","(interacts)",,"SM_C24:1 ((interacts)) PG_aa_C34:2",,"","","false","(interacts)","SM_C24:1 ((interacts)) PG_aa_C34:2"
"198644","","0.766607019636333","0.8","","(interacts)",,"PE_aa_C40:4 ((interacts)) PE_aa_C40:3",,"","","false","(interacts)","PE_aa_C40:4 ((interacts)) PE_aa_C40:3"
"198645","","0.628717235724133","0.78","","(interacts)",,"PE_aa_C40:4 ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","PE_aa_C40:4 ((interacts)) PE_aa_C40:2"
"198646","","0.880803064505222","0.7","","(interacts)",,"PE_aa_C40:4 ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","PE_aa_C40:4 ((interacts)) PE_aa_C38:2"
"198647","","0.872556142690707","0.66","","(interacts)",,"PE_aa_C40:4 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","PE_aa_C40:4 ((interacts)) PE_aa_C34:0"
"198648","","0.630689546466","0.75","","(interacts)",,"SM_C24:0 ((interacts)) SM_C22:1",,"","","false","(interacts)","SM_C24:0 ((interacts)) SM_C22:1"
"198649","",,"0.78","","(interacts)",,"SM_C24:0 ((interacts)) PS_aa_C36:2",,"","","false","(interacts)","SM_C24:0 ((interacts)) PS_aa_C36:2"
"198650","",,"0.76","","(interacts)",,"SM_C24:0 ((interacts)) PS_aa_C34:2",,"","","false","(interacts)","SM_C24:0 ((interacts)) PS_aa_C34:2"
"198651","",,"0.69","","(interacts)",,"SM_C24:0 ((interacts)) PS_aa_C38:5",,"","","false","(interacts)","SM_C24:0 ((interacts)) PS_aa_C38:5"
"198652","","0.687783837318","0.68","","(interacts)",,"SM_C24:0 ((interacts)) PE_ae_C36:2",,"","","false","(interacts)","SM_C24:0 ((interacts)) PE_ae_C36:2"
"198653","",,"0.72","","(interacts)",,"SM_C24:0 ((interacts)) PS_aa_C36:3",,"","","false","(interacts)","SM_C24:0 ((interacts)) PS_aa_C36:3"
"198654","",,"0.74","","(interacts)",,"SM_C24:0 ((interacts)) PG_aa_C36:2",,"","","false","(interacts)","SM_C24:0 ((interacts)) PG_aa_C36:2"
"198655","",,"0.78","","(interacts)",,"SM_C24:0 ((interacts)) PS_aa_C38:3",,"","","false","(interacts)","SM_C24:0 ((interacts)) PS_aa_C38:3"
"198656","","0.5160294771195","0.6","","(interacts)",,"SM_C24:0 ((interacts)) SM_C18:1",,"","","false","(interacts)","SM_C24:0 ((interacts)) SM_C18:1"
"198657","",,"0.65","","(interacts)",,"SM_C24:0 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","SM_C24:0 ((interacts)) PE_aa_C34:3"
"198658","","0.849833454404429","0.63","","(interacts)",,"SM_C24:0 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","SM_C24:0 ((interacts)) PE_aa_C34:0"
"198659","","0.8363250732421","0.6","","(interacts)",,"SM_C24:0 ((interacts)) PE_ae_C38:5",,"","","false","(interacts)","SM_C24:0 ((interacts)) PE_ae_C38:5"
"198660","",,"0.61","","(interacts)",,"SM_C24:0 ((interacts)) PS_aa_C36:4",,"","","false","(interacts)","SM_C24:0 ((interacts)) PS_aa_C36:4"
"198661","","0.7664158463476","0.69","","(interacts)",,"SM_C24:0 ((interacts)) PE_ae_C34:2",,"","","false","(interacts)","SM_C24:0 ((interacts)) PE_ae_C34:2"
"198662","",,"0.66","","(interacts)",,"SM_C24:0 ((interacts)) PE_aa_C36:5",,"","","false","(interacts)","SM_C24:0 ((interacts)) PE_aa_C36:5"
"198663","","0.7024859786035","0.63","","(interacts)",,"SM_C24:0 ((interacts)) PE_aa_C38:6",,"","","false","(interacts)","SM_C24:0 ((interacts)) PE_aa_C38:6"
"198664","",,"0.63","","(interacts)",,"SM_C24:0 ((interacts)) PE_aa_C34:2",,"","","false","(interacts)","SM_C24:0 ((interacts)) PE_aa_C34:2"
"198665","",,"0.63","","(interacts)",,"SM_C24:0 ((interacts)) PG_aa_C34:2",,"","","false","(interacts)","SM_C24:0 ((interacts)) PG_aa_C34:2"
"198666","",,"0.61","","(interacts)",,"SM_C24:0 ((interacts)) PE_ae_C36:1",,"","","false","(interacts)","SM_C24:0 ((interacts)) PE_ae_C36:1"
"198667","","0.845306375542216","0.96","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C38:1",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C38:1"
"198668","","0.905056118965","0.97","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C38:0",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C38:0"
"198669","","0.892444120134629","0.97","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C38:6",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C38:6"
"198670","","0.922109104491568","0.73","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C38:3",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C38:3"
"198671","","0.906815143855811","0.66","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C36:2",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C36:2"
"198672","","0.890579642568343","0.83","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C34:1",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C34:1"
"198673","","0.846112697465057","0.83","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C34:0"
"198674","","0.917502354931135","0.7","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C36:1",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C36:1"
"198675","","0.898477937724216","0.6","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C38:2"
"198676","","0.964597336343811","0.91","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C38:4",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C38:4"
"198677","","0.946106744779135","0.95","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C38:5",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C38:5"
"198678","","0.727272793650679","0.96","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C36:5",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C36:5"
"198679","","0.727360129356","0.92","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C38:7",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C38:7"
"198680","","0.857006303138111","0.83","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C36:3"
"198681","","0.8507558737482","0.84","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C34:2",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C34:2"
"198682","","0.906442905465722","0.95","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C36:4",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C36:4"
"198683","","0.654004357258333","0.88","","(interacts)",,"PE_aa_C40:5 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","PE_aa_C40:5 ((interacts)) PE_aa_C34:3"
"198684","","0.748620148216036","0.95","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C36:5",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C36:5"
"198685","","0.655762743949867","0.89","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C34:3"
"198686","","0.716316327027","0.94","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C38:1",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C38:1"
"198687","","0.86603063345","0.92","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C38:0",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C38:0"
"198688","","0.6680689270005","0.81","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C34:0"
"198689","","0.831079640171758","0.78","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C34:2",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C34:2"
"198690","","0.874064171314257","0.83","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C38:4",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C38:4"
"198691","","0.821135967969879","0.81","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C36:3"
"198692","","0.835270069796448","0.97","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C40:6",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C40:6"
"198693","","0.8204600811","0.98","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C38:7",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C38:7"
"198694","","0.867525065646471","0.94","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C40:5",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C40:5"
"198695","","0.902396203790371","0.92","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C38:5",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C38:5"
"198696","","0.916260179351324","0.96","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C38:6",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C38:6"
"198697","","0.894670661651727","0.98","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C36:4",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C36:4"
"198698","","0.847175760702636","0.73","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C34:1",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C34:1"
"198699","","0.808637092218706","0.69","","(interacts)",,"PE_aa_C40:7 ((interacts)) PE_aa_C38:3",,"","","false","(interacts)","PE_aa_C40:7 ((interacts)) PE_aa_C38:3"
"198700","","0.743230362148882","0.94","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C38:1",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C38:1"
"198701","","0.583331674337231","0.86","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C34:3"
"198702","","0.805398762226","0.93","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C38:7",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C38:7"
"198703","","0.862692231641118","0.93","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C38:4",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C38:4"
"198704","","0.763653910929194","0.8","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C36:3"
"198705","","0.723644968002032","0.77","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C34:0"
"198706","","0.76913935048831","0.84","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C34:2",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C34:2"
"198707","","0.799668420706968","0.83","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C34:1",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C34:1"
"198708","","0.859969671695516","0.98","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C40:5",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C40:5"
"198709","","0.869242004553433","0.98","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C38:6",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C38:6"
"198710","","0.679303901890958","0.97","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C36:5",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C36:5"
"198711","","0.836926984786933","0.97","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C36:4",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C36:4"
"198712","","0.861449347301","0.97","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C38:5",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C38:5"
"198713","","0.810851077239","0.97","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C38:0",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C38:0"
"198714","","0.806295765673324","0.68","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C36:1",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C36:1"
"198715","","0.806235555446545","0.68","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C38:3",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C38:3"
"198716","","0.813043802976647","0.67","","(interacts)",,"PE_aa_C40:6 ((interacts)) PE_aa_C36:2",,"","","false","(interacts)","PE_aa_C40:6 ((interacts)) PE_aa_C36:2"
"198717","",,"0.61","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) PC_ae_C36:1",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) PC_ae_C36:1"
"198718","","0.41089969985168","0.7","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) PC_aa_C32:1",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) PC_aa_C32:1"
"198719","","0.0159051399678","0.6","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) PE_aa_C36:0",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) PE_aa_C36:0"
"198720","","0.018926853314","0.6","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) PC_ae_C36:3",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) PC_ae_C36:3"
"198721","","0.42039609588668","0.61","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) PC_aa_C34:1",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) PC_aa_C34:1"
"198722","","0.328225589357325","0.76","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) PC_aa_C36:3",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) PC_aa_C36:3"
"198723","",,"0.72","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) LPC_a_C18:0",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) LPC_a_C18:0"
"198724","","0.32532791933045","0.82","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) PC_aa_C34:3",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) PC_aa_C34:3"
"198725","","0.09581724274885","0.68","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) SM_C16:0",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) SM_C16:0"
"198726","","0.0182354561985","0.69","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) PC_aa_C30:0",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) PC_aa_C30:0"
"198727","","0.0235888548195","0.75","","(interacts)",,"N-C24:0-Cer(2H) ((interacts)) LPC_a_C16:0",,"","","false","(interacts)","N-C24:0-Cer(2H) ((interacts)) LPC_a_C16:0"
"198728","",,"0.69","","(interacts)",,"PE_aa_C40:3 ((interacts)) PC_ae_C38:1",,"","","false","(interacts)","PE_aa_C40:3 ((interacts)) PC_ae_C38:1"
"198729","","0.780633174456","0.93","","(interacts)",,"PE_aa_C40:3 ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","PE_aa_C40:3 ((interacts)) PE_aa_C40:2"
"198730","",,"0.65","","(interacts)",,"PE_aa_C40:2 ((interacts)) PC_ae_C38:1",,"","","false","(interacts)","PE_aa_C40:2 ((interacts)) PC_ae_C38:1"
"198731","","0.53966397047","0.71","","(interacts)",,"PE_aa_C40:2 ((interacts)) LPE_a_C20:4",,"","","false","(interacts)","PE_aa_C40:2 ((interacts)) LPE_a_C20:4"
"198732","","0.761388478676533","0.61","","(interacts)",,"PE_aa_C40:2 ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","PE_aa_C40:2 ((interacts)) PE_aa_C38:2"
"198733","","0.899781184537071","0.89","","(interacts)",,"PG_aa_C38:5 ((interacts)) PG_aa_C36:4",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PG_aa_C36:4"
"198734","","0.107367359102","0.72","","(interacts)",,"PG_aa_C38:5 ((interacts)) LPE_a_C22:4",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) LPE_a_C22:4"
"198735","","0.3399105340244","0.68","","(interacts)",,"PG_aa_C38:5 ((interacts)) PE_ae_C40:3",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PE_ae_C40:3"
"198736","",,"0.76","","(interacts)",,"PG_aa_C38:5 ((interacts)) PG_aa_C32:0",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PG_aa_C32:0"
"198737","","0.604989917505381","0.77","","(interacts)",,"PG_aa_C38:5 ((interacts)) PE_aa_C40:3",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PE_aa_C40:3"
"198738","","0.901316736753115","0.82","","(interacts)",,"PG_aa_C38:5 ((interacts)) PG_aa_C36:3",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PG_aa_C36:3"
"198739","","0.58165757358075","0.82","","(interacts)",,"PG_aa_C38:5 ((interacts)) LPE_a_C18:2",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) LPE_a_C18:2"
"198740","","0.492342939271529","0.72","","(interacts)",,"PG_aa_C38:5 ((interacts)) PE_ae_C40:4",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PE_ae_C40:4"
"198741","","0.536132737994231","0.73","","(interacts)",,"PG_aa_C38:5 ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PE_aa_C40:2"
"198742","","0.6088693380354","0.76","","(interacts)",,"PG_aa_C38:5 ((interacts)) LPE_a_C20:4",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) LPE_a_C20:4"
"198743","","0.757195511285","0.74","","(interacts)",,"PG_aa_C38:5 ((interacts)) PG_aa_C34:3",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PG_aa_C34:3"
"198744","","0.167914330959","0.6","","(interacts)",,"PG_aa_C38:5 ((interacts)) PE_ae_C40:2",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PE_ae_C40:2"
"198745","","0.331735027333","0.61","","(interacts)",,"PG_aa_C38:5 ((interacts)) PE_ae_C38:1",,"","","false","(interacts)","PG_aa_C38:5 ((interacts)) PE_ae_C38:1"
"198746","",,"0.72","","(interacts)",,"PG_aa_C32:0 ((interacts)) PE_ae_C38:1",,"","","false","(interacts)","PG_aa_C32:0 ((interacts)) PE_ae_C38:1"
"198747","",,"0.73","","(interacts)",,"PG_aa_C32:0 ((interacts)) PE_ae_C40:3",,"","","false","(interacts)","PG_aa_C32:0 ((interacts)) PE_ae_C40:3"
"198748","",,"0.72","","(interacts)",,"PG_aa_C32:0 ((interacts)) PE_ae_C40:4",,"","","false","(interacts)","PG_aa_C32:0 ((interacts)) PE_ae_C40:4"
"198749","",,"0.67","","(interacts)",,"PG_aa_C32:0 ((interacts)) LPE_a_C18:2",,"","","false","(interacts)","PG_aa_C32:0 ((interacts)) LPE_a_C18:2"
