"SUID","canonicalName","Cooccurrence","Coregulation","CoregulationBin","interaction","interactionStrength","name","NetworkPresence","NewBin","NewBin2","selected","shared interaction","shared name"
"198905","","0.605076615698538","0.7","","(interacts)",,"PC_aa_C36:5 ((interacts)) LPC_a_C16:0",,"","","false","(interacts)","PC_aa_C36:5 ((interacts)) LPC_a_C16:0"
"198906","","0.724061389764128","0.68","","(interacts)",,"PC_aa_C36:5 ((interacts)) PC_aa_C34:1",,"","","false","(interacts)","PC_aa_C36:5 ((interacts)) PC_aa_C34:1"
"198907","","0.581794609626333","0.68","","(interacts)",,"PC_aa_C36:5 ((interacts)) LPC_a_C18:0",,"","","false","(interacts)","PC_aa_C36:5 ((interacts)) LPC_a_C18:0"
"198908","","0.789371583196917","0.78","","(interacts)",,"PC_aa_C36:5 ((interacts)) PC_aa_C36:4",,"","","false","(interacts)","PC_aa_C36:5 ((interacts)) PC_aa_C36:4"
"198909","","0.797977594104865","0.77","","(interacts)",,"PC_aa_C36:5 ((interacts)) PC_aa_C34:3",,"","","false","(interacts)","PC_aa_C36:5 ((interacts)) PC_aa_C34:3"
"198910","","0.746816669156167","0.66","","(interacts)",,"PC_aa_C36:5 ((interacts)) PC_aa_C36:2",,"","","false","(interacts)","PC_aa_C36:5 ((interacts)) PC_aa_C36:2"
"198911","","0.778901106899738","0.67","","(interacts)",,"PC_aa_C36:5 ((interacts)) PC_aa_C34:2",,"","","false","(interacts)","PC_aa_C36:5 ((interacts)) PC_aa_C34:2"
"198912","","0.70780975818635","0.72","","(interacts)",,"PC_aa_C36:5 ((interacts)) PC_aa_C32:1",,"","","false","(interacts)","PC_aa_C36:5 ((interacts)) PC_aa_C32:1"
"198913","","0.819016855210083","0.99","","(interacts)",,"PS_aa_C38:5 ((interacts)) PS_aa_C36:3",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PS_aa_C36:3"
"198914","","0.713737535531907","0.96","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C34:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C34:2"
"198915","","0.794450979966346","0.98","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C38:6",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C38:6"
"198916","","0.823237053774074","0.96","","(interacts)",,"PS_aa_C38:5 ((interacts)) PS_aa_C38:4",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PS_aa_C38:4"
"198917","","0.727002958838692","0.97","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C36:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C36:2"
"198918","","0.811000134106","0.94","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C40:5",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C40:5"
"198919","","0.791799635247037","0.92","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C36:3"
"198920","","0.707396966715625","0.94","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C40:6",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C40:6"
"198921","","0.745402493155885","0.91","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C40:7",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C40:7"
"198922","","0.81765953258237","0.89","","(interacts)",,"PS_aa_C38:5 ((interacts)) PS_aa_C36:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PS_aa_C36:2"
"198923","","0.785014576817737","0.89","","(interacts)",,"PS_aa_C38:5 ((interacts)) PS_aa_C34:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PS_aa_C34:2"
"198924","","0.664517847554979","0.94","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C34:3"
"198925","","0.80357763999037","0.95","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C34:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C34:2"
"198926","","0.828892929686407","0.96","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C36:4",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C36:4"
"198927","","0.791964461406048","0.95","","(interacts)",,"PS_aa_C38:5 ((interacts)) PS_aa_C36:4",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PS_aa_C36:4"
"198928","","0.837126659022482","0.98","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C38:5",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C38:5"
"198929","","0.71752296030532","0.99","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C36:5",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C36:5"
"198930","","0.78478286442937","0.94","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C38:5",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C38:5"
"198931","","0.712916459474233","0.92","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C36:3",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C36:3"
"198932","","0.789982864150296","0.94","","(interacts)",,"PS_aa_C38:5 ((interacts)) PS_aa_C38:3",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PS_aa_C38:3"
"198933","","0.766232402236407","0.91","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C38:6",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C38:6"
"198934","","0.708707986966435","0.85","","(interacts)",,"PS_aa_C38:5 ((interacts)) PG_aa_C36:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PG_aa_C36:2"
"198935","","0.716607707518185","0.82","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C40:5",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C40:5"
"198936","",,"0.9","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C38:0",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C38:0"
"198937","","0.777305240432407","0.9","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C34:1",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C34:1"
"198938","","0.773223003855556","0.84","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C38:3",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C38:3"
"198939","","0.652375865441077","0.83","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C34:0"
"198940","","0.66384731441736","0.9","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C36:4",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C36:4"
"198941","","0.399906656083908","0.89","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C36:1",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C36:1"
"198942","","0.727473153008444","0.87","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C40:6",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C40:6"
"198943","","0.68072145283212","0.9","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C38:4",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C38:4"
"198944","","0.836432092719704","0.9","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C38:4",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C38:4"
"198945","","0.676350472702","0.89","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C38:1",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C38:1"
"198946","","0.42559161111707","0.88","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C34:1",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C34:1"
"198947","","0.77208250761","0.9","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C38:7",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C38:7"
"198948","","0.74873240512837","0.68","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C38:2"
"198949","","0.757967172949407","0.76","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C36:1",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C36:1"
"198950","","0.804642092850481","0.76","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_aa_C36:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_aa_C36:2"
"198951","","0.790906131268","0.76","","(interacts)",,"PS_aa_C38:5 ((interacts)) PG_aa_C34:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PG_aa_C34:2"
"198952","","0.685549504779015","0.8","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C34:3",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C34:3"
"198953","","0.290740132332","0.68","","(interacts)",,"PS_aa_C38:5 ((interacts)) PG_aa_C36:1",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PG_aa_C36:1"
"198954","","0.400575812905987","0.69","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C38:2",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C38:2"
"198955","","0.762589702812538","0.72","","(interacts)",,"PS_aa_C38:5 ((interacts)) PS_aa_C34:1",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PS_aa_C34:1"
"198956","","0.77624844952863","0.73","","(interacts)",,"PS_aa_C38:5 ((interacts)) PE_ae_C36:5",,"","","false","(interacts)","PS_aa_C38:5 ((interacts)) PE_ae_C36:5"
"198957","","0.21606374532","0.77","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_ae_C38:1",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_ae_C38:1"
"198958","","0.45020355135196","0.79","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_aa_C40:2"
"198959","","0.340378888365222","0.78","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_ae_C40:4",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_ae_C40:4"
"198960","","0.441493132876111","0.8","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_ae_C38:2",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_ae_C38:2"
"198961","","0.476816547768429","0.78","","(interacts)",,"N-C22:0-Cer ((interacts)) LPE_a_C20:4",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) LPE_a_C20:4"
"198962","","0.656449174688677","0.78","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_aa_C38:2"
"198963","","0.5262072374423","0.77","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_aa_C34:0"
"198964","","0.623854076420852","0.92","","(interacts)",,"N-C22:0-Cer ((interacts)) PG_aa_C36:3",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PG_aa_C36:3"
"198965","","0.732935695087176","0.87","","(interacts)",,"N-C22:0-Cer ((interacts)) N-C14:0-Cer",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) N-C14:0-Cer"
"198966","","0.781864812840609","0.87","","(interacts)",,"N-C22:0-Cer ((interacts)) N-C18:0-Cer",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) N-C18:0-Cer"
"198967","","0.876701129519522","0.85","","(interacts)",,"N-C22:0-Cer ((interacts)) N-C20:1-Cer(2H)",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) N-C20:1-Cer(2H)"
"198968","","0.605075300932","0.68","","(interacts)",,"N-C22:0-Cer ((interacts)) PG_aa_C38:5",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PG_aa_C38:5"
"198969","","0.0504631102085","0.71","","(interacts)",,"N-C22:0-Cer ((interacts)) LPE_a_C22:4",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) LPE_a_C22:4"
"198970","","0.6200615386168","0.69","","(interacts)",,"N-C22:0-Cer ((interacts)) PG_aa_C36:4",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PG_aa_C36:4"
"198971","","0.3950298689305","0.75","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_ae_C40:3",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_ae_C40:3"
"198972","","0.431667557784643","0.71","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_ae_C36:1",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_ae_C36:1"
"198973","","0.1717722266915","0.73","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_ae_C40:2",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_ae_C40:2"
"198974","","0.5882511953513","0.74","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_ae_C38:3",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_ae_C38:3"
"198975","","0.478813596069875","0.63","","(interacts)",,"N-C22:0-Cer ((interacts)) LPE_a_C18:2",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) LPE_a_C18:2"
"198976","","0.603224203471194","0.62","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_aa_C40:4",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_aa_C40:4"
"198977","","0.528513593475067","0.64","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_aa_C34:3"
"198978","","0.404934197664","0.61","","(interacts)",,"N-C22:0-Cer ((interacts)) N-C18:0-Cer(2H)",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) N-C18:0-Cer(2H)"
"198979","","0.4216610580682","0.67","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_ae_C34:1",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_ae_C34:1"
"198980","","0.596209716412419","0.61","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_ae_C40:5",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_ae_C40:5"
"198981","","0.462198762844013","0.65","","(interacts)",,"N-C22:0-Cer ((interacts)) PE_aa_C40:3",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PE_aa_C40:3"
"198982","",,"0.63","","(interacts)",,"N-C22:0-Cer ((interacts)) PG_aa_C32:0",,"","","false","(interacts)","N-C22:0-Cer ((interacts)) PG_aa_C32:0"
"198983","","0.431687788416917","0.63","","(interacts)",,"N-C18:1-Cer ((interacts)) LPE_a_C16:0",,"","","false","(interacts)","N-C18:1-Cer ((interacts)) LPE_a_C16:0"
"198984","","0.39363181106756","0.66","","(interacts)",,"N-C18:1-Cer ((interacts)) PG_aa_C38:5",,"","","false","(interacts)","N-C18:1-Cer ((interacts)) PG_aa_C38:5"
"198985","","0.301971107721","0.69","","(interacts)",,"N-C18:1-Cer ((interacts)) LPE_a_C18:2",,"","","false","(interacts)","N-C18:1-Cer ((interacts)) LPE_a_C18:2"
"198986","",,"0.76","","(interacts)",,"N-C18:1-Cer ((interacts)) PG_aa_C32:0",,"","","false","(interacts)","N-C18:1-Cer ((interacts)) PG_aa_C32:0"
"198987","","0.265560686588","0.96","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) PG_aa_C36:4",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_aa_C36:4"
"198988","","0.3440899550915","0.73","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) N-C18:0-Cer",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) N-C18:0-Cer"
"198989","","0.216992333531","0.73","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PE_aa_C40:2"
"198990","",,"0.73","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) PG_aa_C34:3",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_aa_C34:3"
"198991","","0.632398992777","0.84","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) N-C16:0-Cer(2H)",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) N-C16:0-Cer(2H)"
"198992","",,"0.81","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) LPE_a_C20:4",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) LPE_a_C20:4"
"198993","","0.2840242870155","0.8","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) PG_aa_C38:5",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_aa_C38:5"
"198994","",,"0.61","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) N-C14:0-Cer(2H)",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) N-C14:0-Cer(2H)"
"198995","","0.22996239736665","0.65","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) PE_ae_C40:4",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PE_ae_C40:4"
"198996","","0.371639966965","0.63","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) PE_ae_C40:3",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PE_ae_C40:3"
"198997","","0.293005630374","0.68","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) PG_aa_C36:3",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_aa_C36:3"
"198998","","0.3921742737295","0.69","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) N-C14:1-Cer(2H)",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) N-C14:1-Cer(2H)"
"198999","","0.15838494524345","0.67","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) PE_aa_C40:3",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PE_aa_C40:3"
"199000","",,"0.7","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) LPE_a_C22:4",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) LPE_a_C22:4"
"199001","",,"0.6","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) PG_aa_C36:0",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) PG_aa_C36:0"
"199002","",,"0.64","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) LPE_a_C18:2",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) LPE_a_C18:2"
"199003","","0.3921742737295","0.6","","(interacts)",,"N-C18:0-Cer(2H) ((interacts)) N-C14:0-Cer",,"","","false","(interacts)","N-C18:0-Cer(2H) ((interacts)) N-C14:0-Cer"
"199004","","0.145726762712167","0.72","","(interacts)",,"PE_ae_C40:2 ((interacts)) PE_aa_C40:4",,"","","false","(interacts)","PE_ae_C40:2 ((interacts)) PE_aa_C40:4"
"199005","","0.738848050435333","0.78","","(interacts)",,"PE_ae_C40:2 ((interacts)) PE_ae_C38:2",,"","","false","(interacts)","PE_ae_C40:2 ((interacts)) PE_ae_C38:2"
"199006","","0.452262684703","0.8","","(interacts)",,"PE_ae_C40:2 ((interacts)) PE_aa_C40:3",,"","","false","(interacts)","PE_ae_C40:2 ((interacts)) PE_aa_C40:3"
"199007","",,"0.71","","(interacts)",,"PE_ae_C40:2 ((interacts)) LPE_a_C20:4",,"","","false","(interacts)","PE_ae_C40:2 ((interacts)) LPE_a_C20:4"
"199008","","0.7055093050005","0.97","","(interacts)",,"PE_ae_C40:2 ((interacts)) PE_ae_C38:1",,"","","false","(interacts)","PE_ae_C40:2 ((interacts)) PE_ae_C38:1"
"199009","","0.670564313729667","0.82","","(interacts)",,"PE_ae_C40:2 ((interacts)) PE_ae_C38:3",,"","","false","(interacts)","PE_ae_C40:2 ((interacts)) PE_ae_C38:3"
"199010","","0.594095617533","0.94","","(interacts)",,"PE_ae_C40:2 ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","PE_ae_C40:2 ((interacts)) PE_aa_C40:2"
"199011","","0.373466968536","0.6","","(interacts)",,"PE_ae_C40:2 ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","PE_ae_C40:2 ((interacts)) PE_aa_C38:2"
"199012","","0.639071742693667","0.97","","(interacts)",,"PE_ae_C40:3 ((interacts)) PE_ae_C38:1",,"","","false","(interacts)","PE_ae_C40:3 ((interacts)) PE_ae_C38:1"
"199013","","0.8226979374885","0.97","","(interacts)",,"PE_ae_C40:3 ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","PE_ae_C40:3 ((interacts)) PE_aa_C40:2"
"199014","","0.670735398928333","0.99","","(interacts)",,"PE_ae_C40:3 ((interacts)) PE_ae_C40:2",,"","","false","(interacts)","PE_ae_C40:3 ((interacts)) PE_ae_C40:2"
"199015","","0.857983996470667","0.83","","(interacts)",,"PE_ae_C40:3 ((interacts)) PE_ae_C38:3",,"","","false","(interacts)","PE_ae_C40:3 ((interacts)) PE_ae_C38:3"
"199016","","0.68010084331025","0.86","","(interacts)",,"PE_ae_C40:3 ((interacts)) PE_aa_C40:3",,"","","false","(interacts)","PE_ae_C40:3 ((interacts)) PE_aa_C40:3"
"199017","","0.647361348072833","0.63","","(interacts)",,"PE_ae_C40:3 ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","PE_ae_C40:3 ((interacts)) PE_aa_C38:2"
"199018","","0.368160093824167","0.77","","(interacts)",,"PE_ae_C40:3 ((interacts)) PE_aa_C40:4",,"","","false","(interacts)","PE_ae_C40:3 ((interacts)) PE_aa_C40:4"
"199019","","0.848906775315667","0.78","","(interacts)",,"PE_ae_C40:3 ((interacts)) PE_ae_C38:2",,"","","false","(interacts)","PE_ae_C40:3 ((interacts)) PE_ae_C38:2"
"199020","",,"0.73","","(interacts)",,"PE_ae_C40:3 ((interacts)) LPE_a_C20:4",,"","","false","(interacts)","PE_ae_C40:3 ((interacts)) LPE_a_C20:4"
"199021","",,"0.68","","(interacts)",,"LPE_a_C18:1 ((interacts)) LPC_a_C18:1",,"","","false","(interacts)","LPE_a_C18:1 ((interacts)) LPC_a_C18:1"
"199022","","0.869606020195179","0.87","","(interacts)",,"LPE_a_C18:0 ((interacts)) LPE_a_C16:0",,"","","false","(interacts)","LPE_a_C18:0 ((interacts)) LPE_a_C16:0"
"199023","",,"0.66","","(interacts)",,"LPE_a_C18:0 ((interacts)) LPC_a_C18:2",,"","","false","(interacts)","LPE_a_C18:0 ((interacts)) LPC_a_C18:2"
"199024","",,"0.63","","(interacts)",,"LPE_a_C18:0 ((interacts)) LPC_a_C18:0",,"","","false","(interacts)","LPE_a_C18:0 ((interacts)) LPC_a_C18:0"
"199025","","0.587380550477783","0.66","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) PG_aa_C36:4",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) PG_aa_C36:4"
"199026","","0.4666236649667","0.68","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) PE_aa_C40:2"
"199027","","0.758053286717538","0.67","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) N-C14:0-Cer",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) N-C14:0-Cer"
"199028","","0.3440899550915","0.65","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) N-C18:0-Cer(2H)",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) N-C18:0-Cer(2H)"
"199029","",,"0.73","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) N-C18:0-Cer",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) N-C18:0-Cer"
"199030","","0.308309644461","0.72","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) SM_C22:3",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) SM_C22:3"
"199031","",,"0.62","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) PG_aa_C36:0",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) PG_aa_C36:0"
"199032","","0.437702830260058","0.63","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) PG_aa_C34:3",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) PG_aa_C34:3"
"199033","",,"0.63","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) SM_C20:2",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) SM_C20:2"
"199034","","0.432265873341","0.63","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) PE_aa_C40:3",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) PE_aa_C40:3"
"199035","",,"0.64","","(interacts)",,"N-C18:1-Cer(2H) ((interacts)) PC_ae_C38:1",,"","","false","(interacts)","N-C18:1-Cer(2H) ((interacts)) PC_ae_C38:1"
"199036","","0.713535517454","0.74","","(interacts)",,"LPE_a_C18:2 ((interacts)) LPE_a_C16:0",,"","","false","(interacts)","LPE_a_C18:2 ((interacts)) LPE_a_C16:0"
"199037","",,"0.69","","(interacts)",,"LPE_a_C16:0 ((interacts)) LPC_a_C18:2",,"","","false","(interacts)","LPE_a_C16:0 ((interacts)) LPC_a_C18:2"
"199038","","0.606494247913","0.81","","(interacts)",,"N-C20:1-Cer(2H) ((interacts)) PE_ae_C40:3",,"","","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) PE_ae_C40:3"
"199039","",,"0.84","","(interacts)",,"N-C20:1-Cer(2H) ((interacts)) PE_ae_C40:2",,"","","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) PE_ae_C40:2"
"199040","","0.791440631334692","0.86","","(interacts)",,"N-C20:1-Cer(2H) ((interacts)) N-C14:0-Cer",,"","","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) N-C14:0-Cer"
"199041","","0.596790170983368","0.86","","(interacts)",,"N-C20:1-Cer(2H) ((interacts)) PG_aa_C36:3",,"","","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) PG_aa_C36:3"
"199042","","0.573053013752529","0.75","","(interacts)",,"N-C20:1-Cer(2H) ((interacts)) PG_aa_C38:5",,"","","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) PG_aa_C38:5"
"199043","","0.601693669503273","0.71","","(interacts)",,"N-C20:1-Cer(2H) ((interacts)) PG_aa_C36:4",,"","","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) PG_aa_C36:4"
"199044","","0.8185571953655","0.75","","(interacts)",,"N-C20:1-Cer(2H) ((interacts)) N-C18:0-Cer",,"","","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) N-C18:0-Cer"
"199045","","0.4790532976389","0.66","","(interacts)",,"N-C20:1-Cer(2H) ((interacts)) PG_aa_C34:3",,"","","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) PG_aa_C34:3"
"199046","","0.411029779662575","0.74","","(interacts)",,"N-C20:1-Cer(2H) ((interacts)) PE_ae_C38:2",,"","","false","(interacts)","N-C20:1-Cer(2H) ((interacts)) PE_ae_C38:2"
