"SUID","FromHit","FromHit2","FromLipid","FromLipidChemicalFormula","FromLipidChemicalFormulaMatch","name","selected","shared name","ToHit","ToHit2","ToLipid","ToLipidChemicalFormula","ToLipidChemicalFormulaMatch"
"184437","true","true","PC aa C32:0","C40H80NO8P","C40H80NO8P","PC_aa_C32:0","false","PC_aa_C32:0","false","false","PC aa C32:0","C40H80NO8P","character(0)"
"184438","false","false","N-C24:0(OH)-Cer(2H)","C42H85NO4","character(0)","N-C24:0(OH)-Cer(2H)","false","N-C24:0(OH)-Cer(2H)","false","false","N-C24:0(OH)-Cer(2H)","C42H85NO4","character(0)"
"184439","false","false","N-C22:0(OH)-Cer","C40H79NO4","character(0)","N-C22:0(OH)-Cer","false","N-C22:0(OH)-Cer","false","false","N-C22:0(OH)-Cer","C40H79NO4","character(0)"
"184440","false","false","N-C18:1-Cer(2H)","C36H71NO3","character(0)","N-C18:1-Cer(2H)","false","N-C18:1-Cer(2H)","false","false","N-C18:1-Cer(2H)","C36H71NO3","character(0)"
"184441","false","false","PG aa C34:1","C40H77O10P","character(0)","PG_aa_C34:1","false","PG_aa_C34:1","false","false","PG aa C34:1","C40H77O10P","character(0)"
"184442","false","false","SM C22:2","C45H87N2O6P","character(0)","SM_C22:2","false","SM_C22:2","false","false","SM C22:2","C45H87N2O6P","character(0)"
"184443","false","false","N-C20:1-Cer","C38H73NO3","character(0)","N-C20:1-Cer","false","N-C20:1-Cer","false","false","N-C20:1-Cer","C38H73NO3","character(0)"
"184444","true","true","N-C22:1-Cer(2H)","C40H79NO3","C40H79NO3","N-C22:1-Cer(2H)","false","N-C22:1-Cer(2H)","false","false","N-C22:1-Cer(2H)","C40H79NO3","character(0)"
"184445","false","false","N-C14:1-Cer","C32H61NO3","character(0)","N-C14:1-Cer","false","N-C14:1-Cer","false","false","N-C14:1-Cer","C32H61NO3","character(0)"
"184446","false","false","LPE a C18:1","C23H46NO7P","character(0)","LPE_a_C18:1","false","LPE_a_C18:1","false","false","LPE a C18:1","C23H46NO7P","character(0)"
"184447","false","false","LPE a C16:0","C21H44NO7P","character(0)","LPE_a_C16:0","false","LPE_a_C16:0","false","false","LPE a C16:0","C21H44NO7P","character(0)"
"184448","false","false","PC ae C34:6","C42H74NO7P","character(0)","PC_ae_C34:6","false","PC_ae_C34:6","false","false","PC ae C34:6","C42H74NO7P","character(0)"
"184449","false","false","N-C20:0-Cer","C38H75NO3","character(0)","N-C20:0-Cer","false","N-C20:0-Cer","false","false","N-C20:0-Cer","C38H75NO3","character(0)"
"184450","false","false","PS aa C42:1","C48H92NO10P","character(0)","PS_aa_C42:1","false","PS_aa_C42:1","false","false","PS aa C42:1","C48H92NO10P","character(0)"
"184451","false","false","PC ae C32:0","C40H82NO7P","character(0)","PC_ae_C32:0","false","PC_ae_C32:0","false","false","PC ae C32:0","C40H82NO7P","character(0)"
"184452","false","false","SM C24:0","C47H95N2O6P","character(0)","SM_C24:0","false","SM_C24:0","true","true","SM C24:0","C47H95N2O6P","C47H95N2O6P"
"184453","false","false","N-C16:0-Cer","C34H67NO3","character(0)","N-C16:0-Cer","false","N-C16:0-Cer","true","true","N-C16:0-Cer","C34H67NO3","C34H67NO3"
"184454","false","false","N-C16:1-Cer(2H)","C34H67NO3","character(0)","N-C16:1-Cer(2H)","false","N-C16:1-Cer(2H)","false","false","N-C16:1-Cer(2H)","C34H67NO3","character(0)"
"184455","false","false","PC aa C30:0","C38H76NO8P","character(0)","PC_aa_C30:0","false","PC_aa_C30:0","false","false","PC aa C30:0","C38H76NO8P","character(0)"
"184456","false","false","SM C20:1","C43H85N2O6P","character(0)","SM_C20:1","false","SM_C20:1","false","false","SM C20:1","C43H85N2O6P","character(0)"
"184457","false","false","PS aa C42:5","C48H84NO10P","character(0)","PS_aa_C42:5","false","PS_aa_C42:5","false","false","PS aa C42:5","C48H84NO10P","character(0)"
"184458","false","false","N-C10:0(OH)-Cer","C28H55NO4","character(0)","N-C10:0(OH)-Cer","false","N-C10:0(OH)-Cer","false","false","N-C10:0(OH)-Cer","C28H55NO4","character(0)"
"184459","false","false","N-C22:0(OH)-Cer(2H)","C40H81NO4","character(0)","N-C22:0(OH)-Cer(2H)","false","N-C22:0(OH)-Cer(2H)","false","false","N-C22:0(OH)-Cer(2H)","C40H81NO4","character(0)"
"184460","false","false","N-C8:0-Cer","C26H51NO3","character(0)","N-C8:0-Cer","false","N-C8:0-Cer","false","false","N-C8:0-Cer","C26H51NO3","character(0)"
"184461","false","false","PS aa C40:4","C46H82NO10P","character(0)","PS_aa_C40:4","false","PS_aa_C40:4","false","false","PS aa C40:4","C46H82NO10P","character(0)"
"184462","false","false","N-C16:0(OH)-Cer","C34H67NO4","character(0)","N-C16:0(OH)-Cer","false","N-C16:0(OH)-Cer","false","false","N-C16:0(OH)-Cer","C34H67NO4","character(0)"
"184463","true","true","SM C14:0","C37H75N2O6P","C37H75N2O6P","SM_C14:0","false","SM_C14:0","true","true","SM C14:0","C37H75N2O6P","C37H75N2O6P"
"184464","false","false","SM C24:4","C47H87N2O6P","character(0)","SM_C24:4","false","SM_C24:4","false","false","SM C24:4","C47H87N2O6P","character(0)"
"184465","false","false","N-C12:0-Cer","C30H59NO3","character(0)","N-C12:0-Cer","false","N-C12:0-Cer","false","false","N-C12:0-Cer","C30H59NO3","character(0)"
"184466","false","false","N-C18:0(OH)-Cer","C36H71NO4","character(0)","N-C18:0(OH)-Cer","false","N-C18:0(OH)-Cer","false","false","N-C18:0(OH)-Cer","C36H71NO4","character(0)"
"184467","false","false","N-C12:0-Cer(2H)","C30H61NO3","character(0)","N-C12:0-Cer(2H)","false","N-C12:0-Cer(2H)","false","false","N-C12:0-Cer(2H)","C30H61NO3","character(0)"
"184468","false","false","N-C8:0(OH)-Cer","C26H51NO4","character(0)","N-C8:0(OH)-Cer","false","N-C8:0(OH)-Cer","false","false","N-C8:0(OH)-Cer","C26H51NO4","character(0)"
"184469","false","false","N-C10:1-Cer(2H)","C28H55NO3","character(0)","N-C10:1-Cer(2H)","false","N-C10:1-Cer(2H)","false","false","N-C10:1-Cer(2H)","C28H55NO3","character(0)"
"184470","false","false","N-C8:0(OH)-Cer(2H)","C26H53NO4","character(0)","N-C8:0(OH)-Cer(2H)","false","N-C8:0(OH)-Cer(2H)","false","false","N-C8:0(OH)-Cer(2H)","C26H53NO4","character(0)"
"184471","true","true","PE aa C36:0","C41H82NO8P","C41H82NO8P","PE_aa_C36:0","false","PE_aa_C36:0","false","false","PE aa C36:0","C41H82NO8P","character(0)"
"184472","false","false","N-C20:0(OH)-Cer","C38H75NO4","character(0)","N-C20:0(OH)-Cer","false","N-C20:0(OH)-Cer","false","false","N-C20:0(OH)-Cer","C38H75NO4","character(0)"
"184473","false","false","SM C24:3","C47H89N2O6P","character(0)","SM_C24:3","false","SM_C24:3","false","false","SM C24:3","C47H89N2O6P","character(0)"
"184474","false","false","LPE e C18:0","C23H50NO6P","character(0)","LPE_e_C18:0","false","LPE_e_C18:0","false","false","LPE e C18:0","C23H50NO6P","character(0)"
"184475","false","false","N-C24:0-Cer(2H)","C42H85NO3","character(0)","N-C24:0-Cer(2H)","false","N-C24:0-Cer(2H)","false","false","N-C24:0-Cer(2H)","C42H85NO3","character(0)"
"184476","false","false","SM C26:4","C49H91N2O6P","character(0)","SM_C26:4","false","SM_C26:4","false","false","SM C26:4","C49H91N2O6P","character(0)"
"184477","true","true","PC ae C36:1","C44H88NO7P","C44H88NO7P","PC_ae_C36:1","false","PC_ae_C36:1","true","true","PC ae C36:1","C44H88NO7P","C44H88NO7P"
"184478","true","true","SM C22:1","C45H89N2O6P","C45H89N2O6P","SM_C22:1","false","SM_C22:1","true","true","SM C22:1","C45H89N2O6P","C45H89N2O6P"
"184479","false","false","PS aa C38:1","C44H84NO10P","character(0)","PS_aa_C38:1","false","PS_aa_C38:1","false","false","PS aa C38:1","C44H84NO10P","character(0)"
"184480","true","true","PS aa C40:7","C46H76NO10P","C46H76NO10P","PS_aa_C40:7","false","PS_aa_C40:7","false","false","PS aa C40:7","C46H76NO10P","character(0)"
"184481","true","true","PG aa C36:1","C42H81O10P","C42H81O10P","PG_aa_C36:1","false","PG_aa_C36:1","false","false","PG aa C36:1","C42H81O10P","character(0)"
"184482","false","false","N-C16:0-Cer(2H)","C34H69NO3","character(0)","N-C16:0-Cer(2H)","false","N-C16:0-Cer(2H)","true","true","N-C16:0-Cer(2H)","C34H69NO3","C34H69NO3"
"184483","true","true","PC aa C36:1","C44H86NO8P","C44H86NO8P","PC_aa_C36:1","false","PC_aa_C36:1","true","true","PC aa C36:1","C44H86NO8P","C44H86NO8P"
"184484","false","false","N-C10:0(OH)-Cer(2H)","C28H57NO4","character(0)","N-C10:0(OH)-Cer(2H)","false","N-C10:0(OH)-Cer(2H)","false","false","N-C10:0(OH)-Cer(2H)","C28H57NO4","character(0)"
"184485","false","false","N-C28:1-Cer","C46H89NO3","character(0)","N-C28:1-Cer","false","N-C28:1-Cer","false","false","N-C28:1-Cer","C46H89NO3","character(0)"
"184486","false","false","PG ae C36:1","C42H83O9P","character(0)","PG_ae_C36:1","false","PG_ae_C36:1","false","false","PG ae C36:1","C42H83O9P","character(0)"
"184487","false","false","PE aa C48:1","C53H104NO8P","character(0)","PE_aa_C48:1","false","PE_aa_C48:1","false","false","PE aa C48:1","C53H104NO8P","character(0)"
"184488","true","true","PC aa C30:1","C38H74NO8P","C38H74NO8P","PC_aa_C30:1","false","PC_aa_C30:1","false","false","PC aa C30:1","C38H74NO8P","character(0)"
"184489","true","true","PS aa C36:0","C42H82NO10P","C42H82NO10P","PS_aa_C36:0","false","PS_aa_C36:0","false","false","PS aa C36:0","C42H82NO10P","character(0)"
"184490","false","false","PS ae C38:4","C44H80NO9P","character(0)","PS_ae_C38:4","false","PS_ae_C38:4","false","false","PS ae C38:4","C44H80NO9P","character(0)"
"184491","false","false","PS aa C40:5","C46H80NO10P","character(0)","PS_aa_C40:5","false","PS_aa_C40:5","true","true","PS aa C40:5","C46H80NO10P","C46H80NO10P"
"184492","true","true","PE aa C38:1","C43H84NO8P","C43H84NO8P","PE_aa_C38:1","false","PE_aa_C38:1","false","false","PE aa C38:1","C43H84NO8P","character(0)"
"184493","false","false","N-C12:1-Cer","C30H57NO3","character(0)","N-C12:1-Cer","false","N-C12:1-Cer","false","false","N-C12:1-Cer","C30H57NO3","character(0)"
"184494","false","false","N-C10:1-Cer","C28H53NO3","character(0)","N-C10:1-Cer","false","N-C10:1-Cer","false","false","N-C10:1-Cer","C28H53NO3","character(0)"
"184495","true","true","LPE a C22:4","C27H48NO7P","C27H48NO7P","LPE_a_C22:4","false","LPE_a_C22:4","false","false","LPE a C22:4","C27H48NO7P","character(0)"
"184496","false","false","N-C20:0(OH)-Cer(2H)","C38H77NO4","character(0)","N-C20:0(OH)-Cer(2H)","false","N-C20:0(OH)-Cer(2H)","false","false","N-C20:0(OH)-Cer(2H)","C38H77NO4","character(0)"
"184497","false","false","N-C8:1-Cer(2H)","C26H51NO3","character(0)","N-C8:1-Cer(2H)","false","N-C8:1-Cer(2H)","false","false","","",""
"184498","true","true","SM C22:0","C45H91N2O6P","C45H91N2O6P","SM_C22:0","false","SM_C22:0","true","true","SM C22:0","C45H91N2O6P","C45H91N2O6P"
"184499","false","false","SM C18:0","C41H83N2O6P","character(0)","SM_C18:0","false","SM_C18:0","true","true","SM C18:0","C41H83N2O6P","C41H83N2O6P"
"184500","false","false","N-C10:0-Cer(2H)","C28H57NO3","character(0)","N-C10:0-Cer(2H)","false","N-C10:0-Cer(2H)","false","false","N-C10:0-Cer(2H)","C28H57NO3","character(0)"
"184501","false","false","N-C14:0(OH)-Cer","C32H63NO4","character(0)","N-C14:0(OH)-Cer","false","N-C14:0(OH)-Cer","false","false","N-C14:0(OH)-Cer","C32H63NO4","character(0)"
"184502","false","false","N-C18:0(OH)-Cer(2H)","C36H73NO4","character(0)","N-C18:0(OH)-Cer(2H)","false","N-C18:0(OH)-Cer(2H)","false","false","N-C18:0(OH)-Cer(2H)","C36H73NO4","character(0)"
"184503","true","true","PC ae C34:3","C42H80NO7P","C42H80NO7P","PC_ae_C34:3","false","PC_ae_C34:3","true","true","PC ae C34:3","C42H80NO7P","C42H80NO7P"
"184504","false","false","N-C26:0(OH)-Cer(2H)","C44H89NO4","character(0)","N-C26:0(OH)-Cer(2H)","false","N-C26:0(OH)-Cer(2H)","false","false","N-C26:0(OH)-Cer(2H)","C44H89NO4","character(0)"
"184505","false","false","PC ae C32:6","C40H70NO7P","character(0)","PC_ae_C32:6","false","PC_ae_C32:6","false","false","PC ae C32:6","C40H70NO7P","character(0)"
"184506","true","true","PE aa C40:4","C45H82NO8P","C45H82NO8P","PE_aa_C40:4","false","PE_aa_C40:4","false","false","PE aa C40:4","C45H82NO8P","character(0)"
"184507","true","true","PC aa C40:5","C48H86NO8P","C48H86NO8P","PC_aa_C40:5","false","PC_aa_C40:5","true","true","PC aa C40:5","C48H86NO8P","C48H86NO8P"
"184508","true","true","PC aa C40:4","C48H88NO8P","C48H88NO8P","PC_aa_C40:4","false","PC_aa_C40:4","false","false","PC aa C40:4","C48H88NO8P","character(0)"
"184509","false","false","N-C22:1-Cer","C40H77NO3","character(0)","N-C22:1-Cer","false","N-C22:1-Cer","true","true","N-C22:1-Cer","C40H77NO3","C40H77NO3"
"184510","true","true","PC aa C38:5","C46H82NO8P","C46H82NO8P","PC_aa_C38:5","false","PC_aa_C38:5","true","true","PC aa C38:5","C46H82NO8P","C46H82NO8P"
"184511","true","true","PC aa C36:4","C44H80NO8P","C44H80NO8P","PC_aa_C36:4","false","PC_aa_C36:4","true","true","PC aa C36:4","C44H80NO8P","C44H80NO8P"
"184512","true","true","LPE a C18:2","C23H44NO7P","C23H44NO7P","LPE_a_C18:2","false","LPE_a_C18:2","true","true","LPE a C18:2","C23H44NO7P","C23H44NO7P"
"184513","true","true","PE ae C40:5","C45H82NO7P","C45H82NO7P","PE_ae_C40:5","false","PE_ae_C40:5","true","true","PE ae C40:5","C45H82NO7P","C45H82NO7P"
"184514","true","true","PE aa C38:7","C43H72NO8P","C43H72NO8P","PE_aa_C38:7","false","PE_aa_C38:7","true","true","PE aa C38:7","C43H72NO8P","C43H72NO8P"
"184515","true","true","PC aa C34:0","C42H84NO8P","C42H84NO8P","PC_aa_C34:0","false","PC_aa_C34:0","false","false","PC aa C34:0","C42H84NO8P","character(0)"
"184516","false","false","N-C14:0(OH)-Cer(2H)","C32H65NO4","character(0)","N-C14:0(OH)-Cer(2H)","false","N-C14:0(OH)-Cer(2H)","false","false","N-C14:0(OH)-Cer(2H)","C32H65NO4","character(0)"
"184517","true","true","N-C18:0-Cer","C36H71NO3","C36H71NO3","N-C18:0-Cer","false","N-C18:0-Cer","true","true","N-C18:0-Cer","C36H71NO3","C36H71NO3"
"184518","false","false","PG aa C32:0","C38H75O10P","character(0)","PG_aa_C32:0","false","PG_aa_C32:0","false","false","PG aa C32:0","C38H75O10P","character(0)"
"184519","false","false","PG aa C38:5","C44H77O10P","character(0)","PG_aa_C38:5","false","PG_aa_C38:5","false","false","PG aa C38:5","C44H77O10P","character(0)"
"184520","false","false","LPE a C22:5","C27H46NO7P","character(0)","LPE_a_C22:5","false","LPE_a_C22:5","false","false","LPE a C22:5","C27H46NO7P","character(0)"
"184521","false","false","PS aa C40:3","C46H84NO10P","character(0)","PS_aa_C40:3","false","PS_aa_C40:3","false","false","PS aa C40:3","C46H84NO10P","character(0)"
"184522","false","false","LPC e C18:0","C26H56NO6P","character(0)","LPC_e_C18:0","false","LPC_e_C18:0","false","false","LPC e C18:0","C26H56NO6P","character(0)"
"184523","true","true","PE ae C36:4","C41H76NO7P","C41H76NO7P","PE_ae_C36:4","false","PE_ae_C36:4","false","false","PE ae C36:4","C41H76NO7P","character(0)"
"184524","true","true","PE ae C34:3","C39H74NO7P","C39H74NO7P","PE_ae_C34:3","false","PE_ae_C34:3","true","true","PE ae C34:3","C39H74NO7P","C39H74NO7P"
"184525","true","true","PE aa C34:1","C39H76NO8P","C39H76NO8P","PE_aa_C34:1","false","PE_aa_C34:1","true","true","PE aa C34:1","C39H76NO8P","C39H76NO8P"
"184526","true","true","PE ae C40:6","C45H80NO7P","C45H80NO7P","PE_ae_C40:6","false","PE_ae_C40:6","true","true","PE ae C40:6","C45H80NO7P","C45H80NO7P"
"184527","true","true","PE ae C38:5","C43H78NO7P","C43H78NO7P","PE_ae_C38:5","false","PE_ae_C38:5","true","true","PE ae C38:5","C43H78NO7P","C43H78NO7P"
"184528","true","true","PE ae C38:4","C43H80NO7P","C43H80NO7P","PE_ae_C38:4","false","PE_ae_C38:4","true","true","PE ae C38:4","C43H80NO7P","C43H80NO7P"
"184529","true","true","PE ae C34:1","C39H78NO7P","C39H78NO7P","PE_ae_C34:1","false","PE_ae_C34:1","true","true","PE ae C34:1","C39H78NO7P","C39H78NO7P"
"184530","true","true","PE aa C40:7","C45H76NO8P","C45H76NO8P","PE_aa_C40:7","false","PE_aa_C40:7","true","true","PE aa C40:7","C45H76NO8P","C45H76NO8P"
"184531","true","true","PE aa C40:5","C45H80NO8P","C45H80NO8P","PE_aa_C40:5","false","PE_aa_C40:5","true","true","PE aa C40:5","C45H80NO8P","C45H80NO8P"
"184532","false","false","PE aa C38:0","C43H86NO8P","character(0)","PE_aa_C38:0","false","PE_aa_C38:0","true","true","PE aa C38:0","C43H86NO8P","C43H86NO8P"
"184533","true","true","LPC a C18:2","C26H50NO7P","C26H50NO7P","LPC_a_C18:2","false","LPC_a_C18:2","false","false","LPC a C18:2","C26H50NO7P","character(0)"
"184534","true","true","N-C14:0-Cer","C32H63NO3","C32H63NO3","N-C14:0-Cer","false","N-C14:0-Cer","true","true","N-C14:0-Cer","C32H63NO3","C32H63NO3"
"184535","true","true","PE aa C40:3","C45H84NO8P","C45H84NO8P","PE_aa_C40:3","false","PE_aa_C40:3","true","true","PE aa C40:3","C45H84NO8P","C45H84NO8P"
"184536","true","true","LPC a C18:0","C26H54NO7P","C26H54NO7P","LPC_a_C18:0","false","LPC_a_C18:0","false","false","LPC a C18:0","C26H54NO7P","character(0)"
"184537","true","true","PE ae C38:3","C43H82NO7P","C43H82NO7P","PE_ae_C38:3","false","PE_ae_C38:3","false","false","PE ae C38:3","C43H82NO7P","character(0)"
"184538","false","false","N-C22:0-Cer(2H)","C40H81NO3","character(0)","N-C22:0-Cer(2H)","false","N-C22:0-Cer(2H)","false","false","N-C22:0-Cer(2H)","C40H81NO3","character(0)"
